elem_key,chr,start,end,n_pairs,n_sig,any_sig,any_sig_neg,any_sig_pos,sig_genes,all_genes,element_category,max_power15,min_sig_log2FC,min_dist_tss,min_sig_dist_tss,cell,set
chr17:41781599-41782098,chr17,41781599,41782098,3,0,False,False,False,,"BRCA1,RPL27,VAT1",H3K27ac,0.94,,1212190,,K562,bg_all
chr17:41800550-41801049,chr17,41800550,41801049,3,0,False,False,False,,"BRCA1,RPL27,VAT1",No H3K27ac,0.9,,1193239,,K562,bg_all
chr17:41917277-41917776,chr17,41917277,41917776,3,0,False,False,False,,"BRCA1,RPL27,VAT1",H3K27ac,0.88,,1076511,,K562,bg_all
chr17:42107570-42108069,chr17,42107570,42108069,5,0,False,False,False,,"BRCA1,LSM12,RPL27,TMEM101,VAT1",H3K27ac,0.93,,890453,,K562,bg_all
chr17:42108139-42108638,chr17,42108139,42108638,5,0,False,False,False,,"BRCA1,LSM12,RPL27,TMEM101,VAT1",H3K27ac,0.9,,889884,,K562,bg_all
chr17:42161122-42161621,chr17,42161122,42161621,6,0,False,False,False,,"BRCA1,LSM12,RPL27,TMEM101,UBTF,VAT1",No H3K27ac,0.87,,836901,,K562,bg_all
chr17:42240803-42241302,chr17,42240803,42241302,6,0,False,False,False,,"BRCA1,LSM12,RPL27,TMEM101,UBTF,VAT1",No H3K27ac,0.55,,757220,,K562,bg_all
chr17:42308774-42309273,chr17,42308774,42309273,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",H3K27ac,0.96,,689249,,K562,bg_all
chr17:42309958-42310457,chr17,42309958,42310457,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",H3K27ac,0.88,,688065,,K562,bg_all
chr17:42312368-42312867,chr17,42312368,42312867,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.89,,685655,,K562,bg_all
chr17:42320645-42321144,chr17,42320645,42321144,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.71,,677378,,K562,bg_all
chr17:42322321-42322820,chr17,42322321,42322820,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.92,,675702,,K562,bg_all
chr17:42407444-42407943,chr17,42407444,42407943,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",H3K27ac,0.95,,590579,,K562,bg_all
chr17:42518427-42518926,chr17,42518427,42518926,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.93,,479596,,K562,bg_all
chr17:42653691-42654190,chr17,42653691,42654190,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",H3K27ac,0.99,,344332,,K562,bg_all
chr17:42677871-42678690,chr17,42677871,42678690,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.82,,319832,,K562,bg_all
chr17:42679675-42680174,chr17,42679675,42680174,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.97,,318348,,K562,bg_all
chr17:42698972-42699471,chr17,42698972,42699471,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.95,,299051,,K562,bg_all
chr17:42779205-42779704,chr17,42779205,42779704,8,0,False,False,False,,"BRCA1,GRN,LSM12,RPL27,SLC25A39,TMEM101,UBTF,VAT1",High H3K27ac,0.89,,218818,,K562,bg_all
chr17:45867621-45868120,chr17,45867621,45868120,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",H3K27ac,0.92,,968423,,K562,bg_all
chr17:45902808-45903364,chr17,45902808,45903364,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",H3K27ac,0.99,,1003638,,K562,bg_all
chr17:45948940-45949439,chr17,45948940,45949439,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",H3K27ac,0.84,,1049742,,K562,bg_all
chr17:45978168-45978667,chr17,45978168,45978667,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",H3K27ac,0.84,,1078970,,K562,bg_all
chr17:45979178-45979677,chr17,45979178,45979677,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",H3K27ac,0.92,,1079980,,K562,bg_all
chr17:45990790-45991289,chr17,45990790,45991289,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",CTCF element,0.96,,1091592,,K562,bg_all
chr17:46010723-46011222,chr17,46010723,46011222,7,0,False,False,False,,"EFTUD2,GRN,LSM12,MRPL10,SLC25A39,TMEM101,UBTF",CTCF element,0.93,,1111525,,K562,bg_all
chr17:46115658-46116157,chr17,46115658,46116157,6,0,False,False,False,,"CBX1,EFTUD2,GRN,MRPL10,SLC25A39,UBTF",H3K27ac,0.8,,1216460,,K562,bg_all
chr17:46187910-46188409,chr17,46187910,46188409,6,0,False,False,False,,"CBX1,EFTUD2,GRN,MRPL10,SLC25A39,UBTF",H3K27ac,0.78,,1288712,,K562,bg_all
chr17:46266782-46267281,chr17,46266782,46267281,5,0,False,False,False,,"CBX1,EFTUD2,GRN,MRPL10,SLC25A39",H3K27ac,0.86,,1367584,,K562,bg_all
chr17:46770974-46771473,chr17,46770974,46771473,7,0,False,False,False,,"CBX1,EFTUD2,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10",High H3K27ac,0.83,,1060318,,K562,bg_all
chr17:46785648-46786147,chr17,46785648,46786147,7,0,False,False,False,,"CBX1,EFTUD2,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10",No H3K27ac,0.9,,1045644,,K562,bg_all
chr17:46905787-46906286,chr17,46905787,46906286,8,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10",H3K27ac,0.9,,925505,,K562,bg_all
chr17:46935645-46936144,chr17,46935645,46936144,8,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10",H3K27ac,0.86,,895647,,K562,bg_all
chr17:46976554-46977053,chr17,46976554,46977053,9,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10,SNF8",H3K27ac,0.84,,854738,,K562,bg_all
chr17:46977272-46977771,chr17,46977272,46977771,9,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,MRPL10,SNF8",H3K27ac,0.88,,854020,,K562,bg_all
chr17:47066044-47066543,chr17,47066044,47066543,10,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,SNF8",H3K27ac,0.89,,765248,,K562,bg_all
chr17:47098765-47099264,chr17,47098765,47099264,10,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,SNF8",H3K27ac,0.58,,732527,,K562,bg_all
chr17:47110103-47110602,chr17,47110103,47110602,10,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,SNF8",H3K27ac,0.46,,721189,,K562,bg_all
chr17:47275411-47275910,chr17,47275411,47275910,10,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,SNF8",H3K27ac,0.87,,555881,,K562,bg_all
chr17:47531415-47532370,chr17,47531415,47532370,11,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,PHB,SNF8",H3K27ac,0.87,,299421,,K562,bg_all
chr17:47701631-47702130,chr17,47701631,47702130,12,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,PHB,SNF8,SPOP",H3K27ac,0.84,,129661,,K562,bg_all
chr17:47717347-47717846,chr17,47717347,47717846,13,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,PHB,SLC35B1,SNF8,SPOP",CTCF element,0.89,,113945,,K562,bg_all
chr17:47744972-47745471,chr17,47744972,47745471,13,0,False,False,False,,"ATP5MC1,CALCOCO2,CBX1,HOXB2,HOXB4,HOXB7,HOXB9,IGF2BP1,MRPL10,PHB,SLC35B1,SNF8,SPOP",CTCF element,0.95,,86320,,K562,bg_all
chr17:57747492-57747991,chr17,57747492,57747991,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.78,,1871948,,K562,bg_all
chr17:57849069-57849890,chr17,57849069,57849890,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.85,,1770371,,K562,bg_all
chr17:57851564-57852063,chr17,57851564,57852063,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.78,,1767876,,K562,bg_all
chr17:57852863-57853362,chr17,57852863,57853362,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.82,,1766577,,K562,bg_all
chr17:57860884-57861383,chr17,57860884,57861383,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.75,,1758556,,K562,bg_all
chr17:57946698-57947197,chr17,57946698,57947197,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.79,,1672742,,K562,bg_all
chr17:57992731-57993230,chr17,57992731,57993230,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.82,,1626709,,K562,bg_all
chr17:58136628-58137127,chr17,58136628,58137127,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.92,,1482812,,K562,bg_all
chr17:58277068-58277567,chr17,58277068,58277567,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.84,,1342372,,K562,bg_all
chr17:58330475-58330974,chr17,58330475,58330974,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.88,,1288965,,K562,bg_all
chr17:58336556-58337055,chr17,58336556,58337055,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.66,,1282884,,K562,bg_all
chr17:58339381-58339880,chr17,58339381,58339880,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.73,,1280059,,K562,bg_all
chr17:58414551-58415050,chr17,58414551,58415050,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.83,,1204889,,K562,bg_all
chr17:58436850-58437349,chr17,58436850,58437349,2,0,False,False,False,,"CLTC,VMP1",High H3K27ac,0.66,,1182590,,K562,bg_all
chr17:58447428-58447927,chr17,58447428,58447927,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.76,,1172012,,K562,bg_all
chr17:58587583-58588082,chr17,58587583,58588082,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.81,,1031857,,K562,bg_all
chr17:58595382-58595881,chr17,58595382,58595881,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.81,,1024058,,K562,bg_all
chr17:58756705-58757204,chr17,58756705,58757204,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.88,,862735,,K562,bg_all
chr17:58786308-58786807,chr17,58786308,58786807,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.49,,833132,,K562,bg_all
chr17:59004815-59005314,chr17,59004815,59005314,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.43,,614625,,K562,bg_all
chr17:59006821-59007320,chr17,59006821,59007320,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.65,,612619,,K562,bg_all
chr17:59218181-59218680,chr17,59218181,59218680,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.46,,401259,,K562,bg_all
chr17:59296929-59297529,chr17,59296929,59297529,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.83,,322461,,K562,bg_all
chr17:59316856-59317355,chr17,59316856,59317355,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.57,,302584,,K562,bg_all
chr17:59387953-59388452,chr17,59387953,59388452,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.87,,231487,,K562,bg_all
chr17:59415366-59415865,chr17,59415366,59415865,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.84,,204074,,K562,bg_all
chr17:59416031-59416530,chr17,59416031,59416530,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.74,,203409,,K562,bg_all
chr17:59514109-59514608,chr17,59514109,59514608,2,0,False,False,False,,"CLTC,VMP1",No H3K27ac,0.72,,105331,,K562,bg_all
chr17:59561018-59561517,chr17,59561018,59561517,2,0,False,False,False,,"CLTC,VMP1",H3K27ac,0.82,,58422,,K562,bg_all
chr17:59607739-59608238,chr17,59607739,59608238,2,0,False,False,False,,"CLTC,VMP1",CTCF element,0.81,,11701,,K562,bg_all
chr17:59620443-59620942,chr17,59620443,59620942,1,0,False,False,False,,VMP1,High H3K27ac,0.86,,86500,,K562,bg_all
chr18:12336896-12337395,chr18,12336896,12337395,6,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L",No H3K27ac,0.94,,40169,,K562,bg_all
chr18:12361682-12362181,chr18,12361682,12362181,6,0,False,False,False,,"FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.96,,54262,,K562,bg_all
chr18:12406289-12406788,chr18,12406289,12406788,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.92,,29224,,K562,bg_all
chr18:12410823-12411322,chr18,12410823,12411322,6,0,False,False,False,,"AFG3L2,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.58,,33758,,K562,bg_all
chr18:12491837-12492336,chr18,12491837,12492336,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",High H3K27ac,0.62,,114772,,K562,bg_all
chr18:12539793-12540292,chr18,12539793,12540292,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.88,,118001,,K562,bg_all
chr18:12632077-12632576,chr18,12632077,12632576,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.9,,25717,,K562,bg_all
chr18:12659798-12660297,chr18,12659798,12660297,6,0,False,False,False,,"AFG3L2,FAM210A,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.5,,269596,,K562,bg_all
chr18:12701408-12701975,chr18,12701408,12701975,6,0,False,False,False,,"AFG3L2,FAM210A,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.87,,227952,,K562,bg_all
chr18:12726993-12727492,chr18,12726993,12727492,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.92,,69199,,K562,bg_all
chr18:12876770-12877269,chr18,12876770,12877269,6,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,RNMT,SEH1L,TUBB6",H3K27ac,0.62,,70114,,K562,bg_all
chr18:12880014-12880513,chr18,12880014,12880513,6,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,RNMT,SEH1L,TUBB6",H3K27ac,0.83,,66870,,K562,bg_all
chr18:12893731-12894230,chr18,12893731,12894230,6,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,RNMT,SEH1L,TUBB6",CTCF element,0.92,,53153,,K562,bg_all
chr18:12907176-12907675,chr18,12907176,12907675,6,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,RNMT,SEH1L,TUBB6",H3K27ac,0.85,,39708,,K562,bg_all
chr18:12934409-12934908,chr18,12934409,12934908,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.79,,5015,,K562,bg_all
chr18:13035288-13035787,chr18,13035288,13035787,6,0,False,False,False,,"AFG3L2,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27ac,0.58,,88404,,K562,bg_all
chr18:13103311-13103810,chr18,13103311,13103810,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.76,,156427,,K562,bg_all
chr18:13112932-13113431,chr18,13112932,13113431,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.94,,166048,,K562,bg_all
chr18:13137881-13138380,chr18,13137881,13138380,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",No H3K27ac,0.77,,190997,,K562,bg_all
chr18:13216027-13216526,chr18,13216027,13216526,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",H3K27me3 element,0.95,,269143,,K562,bg_all
chr18:13712738-13713237,chr18,13712738,13713237,6,0,False,False,False,,"AFG3L2,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",No H3K27ac,0.87,,13673,,K562,bg_all
chr18:13811948-13812447,chr18,13811948,13812447,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",CTCF element,0.85,,85534,,K562,bg_all
chr18:14146923-14147422,chr18,14146923,14147422,7,0,False,False,False,,"AFG3L2,FAM210A,PSMG2,PTPN2,RNMT,SEH1L,TUBB6",No H3K27ac,0.9,,420509,,K562,bg_all
chr19:10001822-10002321,chr19,10001822,10002321,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",CTCF element,0.98,,104291,,K562,bg_all
chr19:10045331-10045830,chr19,10045331,10045830,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",No H3K27ac,0.85,,60782,,K562,bg_all
chr19:10098926-10099425,chr19,10098926,10099425,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",CTCF element,0.91,,7187,,K562,bg_all
chr19:10112929-10113428,chr19,10112929,10113428,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.92,,6740,,K562,bg_all
chr19:10186294-10186793,chr19,10186294,10186793,10,0,False,False,False,,"DNM2,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.96,,65358,,K562,bg_all
chr19:10193607-10194106,chr19,10193607,10194106,10,0,False,False,False,,"DNM2,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",High H3K27ac,0.9,,58045,,K562,bg_all
chr19:10223471-10223970,chr19,10223471,10223970,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.95,,7566,,K562,bg_all
chr19:10346497-10346996,chr19,10346497,10346996,10,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,UBL5",H3K27ac,0.41,,7085,,K562,bg_all
chr19:10421818-10422317,chr19,10421818,10422317,9,0,False,False,False,,"DNM2,DNMT1,EIF3G,ICAM3,ICAM4,MRPL4,PIN1,PPAN,UBL5",H3K27ac,0.93,,82406,,K562,bg_all
chr19:38004434-38004933,chr19,38004434,38004933,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",No H3K27ac,0.87,,251849,,K562,bg_all
chr19:38037080-38037579,chr19,38037080,38037579,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.89,,219203,,K562,bg_all
chr19:38095638-38096137,chr19,38095638,38096137,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",CTCF element,0.97,,160645,,K562,bg_all
chr19:38302759-38303258,chr19,38302759,38303258,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.94,,14265,,K562,bg_all
chr19:38321768-38322267,chr19,38321768,38322267,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.94,,4744,,K562,bg_all
chr19:38362405-38362904,chr19,38362405,38362904,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.93,,11882,,K562,bg_all
chr19:38515004-38515503,chr19,38515004,38515503,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.97,,103829,,K562,bg_all
chr19:38634545-38635044,chr19,38634545,38635044,7,0,False,False,False,,"ACTN4,ECH1,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.94,,12855,,K562,bg_all
chr19:38681359-38681858,chr19,38681359,38681858,7,0,False,False,False,,"ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.94,,62526,,K562,bg_all
chr19:38684265-38684764,chr19,38684265,38684764,7,0,False,False,False,,"ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",High H3K27ac,0.94,,65432,,K562,bg_all
chr19:38819150-38819649,chr19,38819150,38819649,7,0,False,False,False,,"ACTN4,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.96,,111149,,K562,bg_all
chr19:38989156-38989655,chr19,38989156,38989655,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",No H3K27ac,0.94,,58857,,K562,bg_all
chr19:39223641-39224140,chr19,39223641,39224140,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",No H3K27ac,0.93,,212059,,K562,bg_all
chr19:39322941-39323440,chr19,39322941,39323440,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",CTCF element,0.93,,112759,,K562,bg_all
chr19:39407451-39407950,chr19,39407451,39407950,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",High H3K27ac,0.95,,28249,,K562,bg_all
chr19:39440168-39440667,chr19,39440168,39440667,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",CTCF element,0.89,,4468,,K562,bg_all
chr19:39518417-39518916,chr19,39518417,39518916,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.95,,82717,,K562,bg_all
chr19:39671920-39672419,chr19,39671920,39672419,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",CTCF element,0.7,,236220,,K562,bg_all
chr19:39842720-39843219,chr19,39842720,39843219,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",H3K27ac,0.93,,407020,,K562,bg_all
chr19:39881461-39881960,chr19,39881461,39881960,8,0,False,False,False,,"ACTN4,ECH1,EIF3K,MRPS12,PPP1R14A,PSMD8,RPS16,YIF1B",No H3K27ac,0.98,,445761,,K562,bg_all
chr19:8515250-8515749,chr19,8515250,8515749,10,0,False,False,False,,"DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.94,,70732,,K562,bg_all
chr19:8671160-8671659,chr19,8671160,8671659,10,0,False,False,False,,"DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.93,,271593,,K562,bg_all
chr19:8694215-8694714,chr19,8694215,8694714,10,0,False,False,False,,"DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",CTCF element,0.94,,295161,,K562,bg_all
chr19:8922602-8923101,chr19,8922602,8923101,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",No H3K27ac,0.91,,523876,,K562,bg_all
chr19:9037216-9037715,chr19,9037216,9037715,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",No H3K27ac,0.92,,638490,,K562,bg_all
chr19:9308329-9308828,chr19,9308329,9308828,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.29,,519314,,K562,bg_all
chr19:9312002-9312501,chr19,9312002,9312501,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",CTCF element,0.8,,515641,,K562,bg_all
chr19:9788958-9789457,chr19,9788958,9789457,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",High H3K27ac,0.93,,38685,,K562,bg_all
chr19:9790150-9790649,chr19,9790150,9790649,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",H3K27ac,0.83,,37493,,K562,bg_all
chr19:9835947-9836446,chr19,9835947,9836446,10,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PPAN,RAB11B,UBL5",H3K27ac,0.94,,8304,,K562,bg_all
chr19:9847007-9847506,chr19,9847007,9847506,10,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PPAN,RAB11B,UBL5",H3K27ac,0.96,,19364,,K562,bg_all
chr19:9848004-9848503,chr19,9848004,9848503,10,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PPAN,RAB11B,UBL5",CTCF element,0.97,,20361,,K562,bg_all
chr19:9917169-9917668,chr19,9917169,9917668,11,0,False,False,False,,"DNM2,DNMT1,EIF3G,HNRNPM,ICAM3,ICAM4,MRPL4,PIN1,PPAN,RAB11B,UBL5",No H3K27ac,0.92,,82161,,K562,bg_all
chr1:152227261-152227760,chr1,152227261,152227760,9,0,False,False,False,,"CHTOP,ILF2,JTB,RAB13,S100A13,S100A6,SLC39A1,SNAPIN,TPM3",No H3K27ac,0.71,,1308734,,K562,bg_all
