chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene
chr1	27608639	27608940	ARID1A|chr1:27935150-27935451:.	chr1:27935150-27935451	-0.01360479768938061	chr1	26693236	26693237	ARID1A	FALSE	0.8800319312250537	0.64	0.9	0.06	1	1	0.14	0.19	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	CEP85|chr1:27935150-27935451:.	chr1:27935150-27935451	0.01078605081756123	chr1	26234153	26234154	CEP85	FALSE	0.9592386386794374	0.54	0.81	0.05	1	1	0.12	0.15	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	HMGN2|chr1:27935150-27935451:.	chr1:27935150-27935451	-0.00283732688595017	chr1	26472450	26472451	HMGN2	FALSE	0.9621115241635688	0.77	0.99	0.05	1	1	0.13	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	LIN28A|chr1:27935150-27935451:.	chr1:27935150-27935451	0.00305459339513536	chr1	26410778	26410779	LIN28A	FALSE	0.8085820701602424	0.72	0.96	0.09	1	1	0.08	0.28	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	RPA2|chr1:27935150-27935451:.	chr1:27935150-27935451	-0.01824536526138864	chr1	27914745	27914746	RPA2	FALSE	0.8149586776859504	0.63	0.93	0.08	0.99	1	0.21	0.15	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	SH3BGRL3|chr1:27935150-27935451:.	chr1:27935150-27935451	0.0060161086450392	chr1	26279176	26279177	SH3BGRL3	FALSE	0.9866736474694592	0.79	0.95	0.11	1	1	0.17	0.17	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	SMPDL3B|chr1:27935150-27935451:.	chr1:27935150-27935451	0.01963694981715669	chr1	27934993	27934994	SMPDL3B	FALSE	0.8746080953875118	0.42	0.83	0.06	0.96	1	0.06	0.13	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	TENT5B|chr1:27935150-27935451:.	chr1:27935150-27935451	-0.0295857120286801	chr1	NA	NA	TENT5B	FALSE	0.8299738260200153	0.59	0.91	0.07	0.99	1	0.11	0.19	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	TRNP1|chr1:27935150-27935451:.	chr1:27935150-27935451	0.0305982865306913	chr1	26993707	26993708	TRNP1	FALSE	0.9269812949640288	0.16	0.43	0.02	0.73	0.82	0	0.01	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27608639	27608940	ZNF593|chr1:27935150-27935451:.	chr1:27935150-27935451	0.00251698651271459	chr1	26169871	26169872	ZNF593	FALSE	0.9891235216819974	0.64	0.96	0.05	0.98	1	0.09	0.18	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27935150	27935451	chr1:27935150-27935451	enh	NA	NA
chr1	27614815	27615116	ARID1A|chr1:27941326-27941627:.	chr1:27941326-27941627	0.03921534933818349	chr1	26693236	26693237	ARID1A	FALSE	0.3771967213114754	0.74	0.99	0.11	0.99	1	0.13	0.29	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	CEP85|chr1:27941326-27941627:.	chr1:27941326-27941627	0.02929272907179703	chr1	26234153	26234154	CEP85	FALSE	0.8200858647225597	0.67	0.92	0.08	0.99	1	0.14	0.22	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	HMGN2|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.01180920626324688	chr1	26472450	26472451	HMGN2	FALSE	0.7730057742782153	0.81	0.96	0.15	1	1	0.15	0.39	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	LIN28A|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.01116746644107002	chr1	26410778	26410779	LIN28A	FALSE	0.8200858647225597	0.86	1	0.15	1	1	0.15	0.35	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	RPA2|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.00142416340776463	chr1	27914745	27914746	RPA2	FALSE	0.9891509526135808	0.68	0.96	0.1	1	1	0.13	0.35	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	SH3BGRL3|chr1:27941326-27941627:.	chr1:27941326-27941627	0.01621583214327282	chr1	26279176	26279177	SH3BGRL3	FALSE	0.6322279608192342	0.82	0.99	0.13	1	1	0.18	0.34	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	SMPDL3B|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.02140641760999584	chr1	27934993	27934994	SMPDL3B	FALSE	0.8262686567164179	0.57	0.93	0.02	1	1	0.11	0.26	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	TENT5B|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.02761979480661758	chr1	NA	NA	TENT5B	FALSE	0.8053531322505801	0.62	0.95	0.16	1	1	0.14	0.22	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	TRNP1|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.0640843543492301	chr1	26993707	26993708	TRNP1	FALSE	0.7657626373626374	0.25	0.52	0.02	0.86	0.97	0.02	0.07	1	overlaps potential protein coding gene body: FGR; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27614815	27615116	ZNF593|chr1:27941326-27941627:.	chr1:27941326-27941627	-0.00625891980522186	chr1	26169871	26169872	ZNF593	FALSE	0.9672779673871824	0.75	0.98	0.14	1	1	0.22	0.37	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941326	27941627	chr1:27941326-27941627	enh	NA	NA
chr1	27615376	27615677	ARID1A|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.01280320090758779	chr1	26693236	26693237	ARID1A	FALSE	0.909848492791612	0.74	0.94	0.09	1	1	0.16	0.3	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	CEP85|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.01367415047085052	chr1	26234153	26234154	CEP85	FALSE	0.9134753512132824	0.5	0.89	0.09	0.99	1	0.11	0.18	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	HMGN2|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.00627759892940538	chr1	26472450	26472451	HMGN2	FALSE	0.8967092924126172	0.93	0.99	0.14	1	1	0.18	0.32	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	LIN28A|chr1:27941887-27942188:.	chr1:27941887-27942188	0.0010827523540946	chr1	26410778	26410779	LIN28A	FALSE	0.98493851590106	0.8	0.97	0.18	1	1	0.16	0.41	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	RPA2|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.00818692323143877	chr1	27914745	27914746	RPA2	FALSE	0.909848492791612	0.69	0.97	0.06	1	1	0.12	0.28	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	SH3BGRL3|chr1:27941887-27942188:.	chr1:27941887-27942188	0.01180090692717517	chr1	26279176	26279177	SH3BGRL3	FALSE	0.7548353837141184	0.83	0.98	0.14	1	1	0.23	0.41	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	SMPDL3B|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.00316463601618832	chr1	27934993	27934994	SMPDL3B	FALSE	0.962607786170831	0.72	0.87	0.09	1	1	0.09	0.16	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	TENT5B|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.02370204025846567	chr1	NA	NA	TENT5B	FALSE	0.8056944937833038	0.52	0.94	0.06	1	1	0.13	0.18	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	TRNP1|chr1:27941887-27942188:.	chr1:27941887-27942188	0.04778806171881067	chr1	26993707	26993708	TRNP1	FALSE	0.8485622086769452	0.13	0.56	0.02	0.8	0.96	0.03	0.01	1	overlaps potential protein coding gene body: FGR; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27615376	27615677	ZNF593|chr1:27941887-27942188:.	chr1:27941887-27942188	-0.00262712250973795	chr1	26169871	26169872	ZNF593	FALSE	0.9872960635130664	0.78	0.97	0.09	1	1	0.14	0.26	1	overlaps potential protein coding gene body: FGR	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27941887	27942188	chr1:27941887-27942188	enh	NA	NA
chr1	27656151	27656452	ARID1A|chr1:27982662-27982963:.	chr1:27982662-27982963	-0.03078028208943928	chr1	26693236	26693237	ARID1A	FALSE	0.6385845620121422	0.66	0.96	0.06	1	1	0.11	0.23	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	CEP85|chr1:27982662-27982963:.	chr1:27982662-27982963	0.02560157388773043	chr1	26234153	26234154	CEP85	FALSE	0.8056944937833038	0.42	0.85	0.09	0.99	1	0.07	0.06	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	HMGN2|chr1:27982662-27982963:.	chr1:27982662-27982963	-0.00974876322536677	chr1	26472450	26472451	HMGN2	FALSE	0.8720612244897958	0.82	0.98	0.16	1	1	0.11	0.33	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	LIN28A|chr1:27982662-27982963:.	chr1:27982662-27982963	0.0035605668342129	chr1	26410778	26410779	LIN28A	FALSE	0.8149586776859504	0.72	0.97	0.08	1	1	0.15	0.24	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	RPA2|chr1:27982662-27982963:.	chr1:27982662-27982963	-0.00785444496090592	chr1	27914745	27914746	RPA2	FALSE	0.9256907016266084	0.68	0.97	0.05	1	1	0.08	0.2	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	SH3BGRL3|chr1:27982662-27982963:.	chr1:27982662-27982963	0.00491590399394148	chr1	26279176	26279177	SH3BGRL3	FALSE	0.9346493506493506	0.79	0.99	0.13	1	1	0.14	0.3	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	SMPDL3B|chr1:27982662-27982963:.	chr1:27982662-27982963	0.02217000411510672	chr1	27934993	27934994	SMPDL3B	FALSE	0.8670897812602025	0.54	0.89	0.06	0.99	1	0.1	0.2	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	TENT5B|chr1:27982662-27982963:.	chr1:27982662-27982963	-0.01932109021804473	chr1	NA	NA	TENT5B	FALSE	0.8056944937833038	0.54	0.93	0.05	1	1	0.04	0.08	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	TRNP1|chr1:27982662-27982963:.	chr1:27982662-27982963	0.07240599802452641	chr1	26993707	26993708	TRNP1	FALSE	0.7405006257822278	0.13	0.47	0.01	0.75	0.91	0	0.04	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27656151	27656452	ZNF593|chr1:27982662-27982963:.	chr1:27982662-27982963	-0.02509512026680993	chr1	26169871	26169872	ZNF593	FALSE	0.6457104149026249	0.63	0.96	0.04	1	1	0.12	0.29	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	27982662	27982963	chr1:27982662-27982963	enh	NA	NA
chr1	27940357	27940658	ARID1A|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.0091984755885518	chr1	26693236	26693237	ARID1A	FALSE	0.930559175064448	0.67	0.94	0.03	1	1	0.13	0.21	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	CEP85|chr1:28266868-28267169:.	chr1:28266868-28267169	0.05784732659116742	chr1	26234153	26234154	CEP85	FALSE	0.311028557254394	0.51	0.87	0.05	0.98	1	0.1	0.13	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	HMGN2|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.00295226698757178	chr1	26472450	26472451	HMGN2	FALSE	0.9557217030114226	0.79	0.98	0.15	1	1	0.18	0.41	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	LIN28A|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.0062474796738654	chr1	26410778	26410779	LIN28A	FALSE	0.8458055655945066	0.78	0.97	0.12	1	1	0.21	0.35	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	RPA2|chr1:28266868-28267169:.	chr1:28266868-28267169	0.00825974326176504	chr1	27914745	27914746	RPA2	FALSE	0.9512621112756504	0.66	0.96	0.03	1	1	0.1	0.29	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	SH3BGRL3|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.00924191592925105	chr1	26279176	26279177	SH3BGRL3	FALSE	0.9134753512132824	0.77	0.98	0.17	1	1	0.11	0.36	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	SMPDL3B|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.06117010318494742	chr1	27934993	27934994	SMPDL3B	TRUE	0.1887278558953324	0.63	0.92	0.06	0.99	1	0.07	0.16	1	overlaps target gene intron; overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	TENT5B|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.02405262305359623	chr1	NA	NA	TENT5B	FALSE	0.76	0.63	0.95	0.06	1	1	0.07	0.19	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	TRNP1|chr1:28266868-28267169:.	chr1:28266868-28267169	0.1108620123217252	chr1	26993707	26993708	TRNP1	FALSE	0.3577687074829932	0.23	0.46	0.04	0.81	0.97	0.01	0.02	1	overlaps potential protein coding gene body: SMPDL3B; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27940357	27940658	ZNF593|chr1:28266868-28267169:.	chr1:28266868-28267169	-0.00484620428448634	chr1	26169871	26169872	ZNF593	FALSE	0.9156820590461772	0.73	0.95	0.1	0.99	1	0.18	0.28	1	overlaps potential protein coding gene body: SMPDL3B	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28266868	28267169	chr1:28266868-28267169	enh	NA	NA
chr1	27961893	27962194	ARID1A|chr1:28288404-28288705:.	chr1:28288404-28288705	0.0136133742004465	chr1	26693236	26693237	ARID1A	FALSE	0.8497478047067089	0.71	0.95	0.1	1	1	0.15	0.31	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	CEP85|chr1:28288404-28288705:.	chr1:28288404-28288705	0.01427729079770712	chr1	26234153	26234154	CEP85	FALSE	0.9057975622681506	0.62	0.88	0.06	0.99	1	0.1	0.16	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	HMGN2|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.0103976276415737	chr1	26472450	26472451	HMGN2	FALSE	0.7750113753877974	0.75	0.97	0.2	1	1	0.13	0.32	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	LIN28A|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.00816775239558342	chr1	26410778	26410779	LIN28A	FALSE	0.864597808037197	0.72	0.97	0.1	1	1	0.15	0.31	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	RPA2|chr1:28288404-28288705:.	chr1:28288404-28288705	0.01741490330797202	chr1	27914745	27914746	RPA2	FALSE	0.8550065721203737	0.7	0.99	0.06	0.98	1	0.07	0.22	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	SH3BGRL3|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.00749405207442077	chr1	26279176	26279177	SH3BGRL3	FALSE	0.8056944937833038	0.75	0.96	0.13	1	1	0.22	0.35	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	SMPDL3B|chr1:28288404-28288705:.	chr1:28288404-28288705	0.02454163473621862	chr1	27934993	27934994	SMPDL3B	FALSE	0.8485622086769452	0.52	0.9	0.08	1	1	0.07	0.17	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	TENT5B|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.01962352270582945	chr1	NA	NA	TENT5B	FALSE	0.8429447310243183	0.62	0.91	0.08	0.98	1	0.06	0.32	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	TRNP1|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.00226147522739084	chr1	26993707	26993708	TRNP1	FALSE	0.9872960635130664	0.18	0.51	0.04	0.8	0.97	0.01	0.08	1	overlaps potential protein coding gene body: XKR8; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	27961893	27962194	ZNF593|chr1:28288404-28288705:.	chr1:28288404-28288705	-0.00877845513654396	chr1	26169871	26169872	ZNF593	FALSE	0.9269812949640288	0.7	0.98	0.08	1	1	0.08	0.34	1	overlaps potential protein coding gene body: XKR8	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28288404	28288705	chr1:28288404-28288705	enh	NA	NA
chr1	28091236	28091537	ARID1A|chr1:28417747-28418048:.	chr1:28417747-28418048	0.01388581849880532	chr1	26693236	26693237	ARID1A	FALSE	0.8720612244897958	0.61	0.82	0.07	1	1	0.13	0.18	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	CEP85|chr1:28417747-28418048:.	chr1:28417747-28418048	0.01687202659488007	chr1	26234153	26234154	CEP85	FALSE	0.8746080953875118	0.54	0.83	0.02	0.99	1	0.13	0.26	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	HMGN2|chr1:28417747-28418048:.	chr1:28417747-28418048	-0.02307054121871243	chr1	26472450	26472451	HMGN2	TRUE	0.11735541571203124	0.66	0.97	0.18	1	1	0.19	0.34	1	NA	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	LIN28A|chr1:28417747-28418048:.	chr1:28417747-28418048	0.00694268739947001	chr1	26410778	26410779	LIN28A	FALSE	0.7979999999999999	0.74	0.96	0.07	1	1	0.21	0.29	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	RPA2|chr1:28417747-28418048:.	chr1:28417747-28418048	0.01255809156630705	chr1	27914745	27914746	RPA2	FALSE	0.9020307354555434	0.63	0.9	0.09	1	1	0.1	0.28	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	SH3BGRL3|chr1:28417747-28418048:.	chr1:28417747-28418048	0.00607981086835573	chr1	26279176	26279177	SH3BGRL3	FALSE	0.9179036381514256	0.72	0.96	0.11	1	1	0.11	0.36	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	SMPDL3B|chr1:28417747-28418048:.	chr1:28417747-28418048	-0.06109847771509091	chr1	27934993	27934994	SMPDL3B	FALSE	0.315086329147024	0.5	0.9	0.05	0.97	1	0.13	0.12	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
chr1	28091236	28091537	TENT5B|chr1:28417747-28418048:.	chr1:28417747-28418048	-0.01005375209512793	chr1	NA	NA	TENT5B	FALSE	0.9604870129870128	0.57	0.88	0.09	0.98	1	0.1	0.24	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr1	28417747	28418048	chr1:28417747-28418048	enh	NA	NA
