chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene	abc_tss_overlap	distance_to_abc_canonical_TSS	protein_coding_gene_body_overlap	gencode_promoter_overlap	measuredGene_in_TSS_control	measuredGene_in_abc_tss	measuredGene_in_gencode_promoter	abc_or_gencode_overlap
chr14	31945046	31945347	STRN3|chr14:32414252-32414553:.	chr14:32414252-32414553	-0.05381314998182762	chr14	31026400	31026401	STRN3	FALSE	0.865590155700653	0.05	0.1	0	0.26	0.41	0	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32414252	32414553	chr14:32414252-32414553	enh	NA	NA	NA	918795.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31951353	31951654	COCH|chr14:32420559-32420860:.	chr14:32420559-32420860	0.01285505380381679	chr14	30874514	30874515	COCH	FALSE	0.9716729032258064	0.34	0.56	0.04	0.91	0.97	0.03	0.09	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32420559	32420860	chr14:32420559-32420860	enh	NA	NA	NA	1076969.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31951353	31951654	HECTD1|chr14:32420559-32420860:.	chr14:32420559-32420860	-0.03922632719796426	chr14	31207803	31207804	HECTD1	FALSE	0.9054588441330998	0.09	0.15	0	0.37	0.69	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32420559	32420860	chr14:32420559-32420860	enh	NA	NA	NA	743980.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31951353	31951654	STRN3|chr14:32420559-32420860:.	chr14:32420559-32420860	-0.00613463435019301	chr14	31026400	31026401	STRN3	FALSE	0.9886074860174962	0.03	0.08	0	0.17	0.37	0	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32420559	32420860	chr14:32420559-32420860	enh	NA	NA	NA	925102.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31966040	31966341	COCH|chr14:32435246-32435547:.	chr14:32435246-32435547	0.00208886693104948	chr14	30874514	30874515	COCH	FALSE	0.9793563501849568	0.35	0.69	0.01	0.97	0.99	0.01	0.06	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32435246	32435547	chr14:32435246-32435547	enh	NA	NA	NA	1091656.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31966040	31966341	HECTD1|chr14:32435246-32435547:.	chr14:32435246-32435547	0.04671244686009945	chr14	31207803	31207804	HECTD1	FALSE	0.865590155700653	0.12	0.19	0.01	0.42	0.64	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32435246	32435547	chr14:32435246-32435547	enh	NA	NA	NA	758667.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	31966040	31966341	STRN3|chr14:32435246-32435547:.	chr14:32435246-32435547	0.1083175177465554	chr14	31026400	31026401	STRN3	FALSE	0.7459371685026519	0.05	0.09	0	0.23	0.37	0	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32435246	32435547	chr14:32435246-32435547	enh	NA	NA	NA	939789.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32010595	32010896	COCH|chr14:32479801-32480102:.	chr14:32479801-32480102	-0.00981797293438746	chr14	30874514	30874515	COCH	FALSE	0.9456786430786066	0.38	0.64	0.08	0.94	0.99	0.05	0.07	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32479801	32480102	chr14:32479801-32480102	enh	NA	NA	NA	1136211.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32010595	32010896	HECTD1|chr14:32479801-32480102:.	chr14:32479801-32480102	-0.05412523819430437	chr14	31207803	31207804	HECTD1	FALSE	0.8552219895287958	0.13	0.14	0	0.41	0.76	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32479801	32480102	chr14:32479801-32480102	enh	NA	NA	NA	803222.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32010595	32010896	STRN3|chr14:32479801-32480102:.	chr14:32479801-32480102	0.08204429165563165	chr14	31026400	31026401	STRN3	FALSE	0.8407986798679867	0.04	0.08	0	0.28	0.46	0	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32479801	32480102	chr14:32479801-32480102	enh	NA	NA	NA	984344.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32013108	32013409	COCH|chr14:32482314-32482615:.	chr14:32482314-32482615	-0.01587280032945204	chr14	30874514	30874515	COCH	FALSE	0.8998987228321758	0.38	0.76	0.01	0.98	1	0.02	0.05	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32482314	32482615	chr14:32482314-32482615	enh	NA	NA	NA	1138724.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32013108	32013409	HECTD1|chr14:32482314-32482615:.	chr14:32482314-32482615	-0.04471310154976893	chr14	31207803	31207804	HECTD1	FALSE	0.856565341647181	0.1	0.26	0.02	0.45	0.76	0.01	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32482314	32482615	chr14:32482314-32482615	enh	NA	NA	NA	805735.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32013108	32013409	STRN3|chr14:32482314-32482615:.	chr14:32482314-32482615	-0.00246475127997625	chr14	31026400	31026401	STRN3	FALSE	0.9913749643570005	0.02	0.09	0	0.27	0.48	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32482314	32482615	chr14:32482314-32482615	enh	NA	NA	NA	986857.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32021034	32021335	COCH|chr14:32490240-32490541:.	chr14:32490240-32490541	-0.01182315528224209	chr14	30874514	30874515	COCH	FALSE	0.9593463611859838	0.32	0.73	0.04	0.92	1	0.03	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32490240	32490541	chr14:32490240-32490541	enh	NA	NA	NA	1146650.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32021034	32021335	HECTD1|chr14:32490240-32490541:.	chr14:32490240-32490541	0.05121348968370887	chr14	31207803	31207804	HECTD1	FALSE	0.874882023838482	0.07	0.2	0	0.48	0.8	0.01	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32490240	32490541	chr14:32490240-32490541	enh	NA	NA	NA	813661.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32021034	32021335	STRN3|chr14:32490240-32490541:.	chr14:32490240-32490541	0.05127370347147897	chr14	31026400	31026401	STRN3	FALSE	0.9011625835189312	0.02	0.12	0	0.16	0.41	0	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32490240	32490541	chr14:32490240-32490541	enh	NA	NA	NA	994783.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32073617	32073918	COCH|chr14:32542823-32543124:.	chr14:32542823-32543124	-0.01377649704476691	chr14	30874514	30874515	COCH	FALSE	0.9553445899379738	0.24	0.53	0.02	0.86	0.97	0.04	0.09	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32542823	32543124	chr14:32542823-32543124	enh	NA	NA	NA	1199233.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32073617	32073918	HECTD1|chr14:32542823-32543124:.	chr14:32542823-32543124	0.09780494025286136	chr14	31207803	31207804	HECTD1	FALSE	0.7265138827677391	0.04	0.16	0	0.25	0.62	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32542823	32543124	chr14:32542823-32543124	enh	NA	NA	NA	866244.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32073617	32073918	STRN3|chr14:32542823-32543124:.	chr14:32542823-32543124	0.09581535405476194	chr14	31026400	31026401	STRN3	FALSE	0.8371603982300886	0.03	0.09	0	0.13	0.28	0	0	0.97	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32542823	32543124	chr14:32542823-32543124	enh	NA	NA	NA	1047366.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32075729	32076030	COCH|chr14:32544935-32545236:.	chr14:32544935-32545236	0.0666100894585937	chr14	30874514	30874515	COCH	FALSE	0.34909151414309486	0.27	0.74	0.01	0.98	0.98	0.06	0.05	1	overlaps potential promoter: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32544935	32545236	chr14:32544935-32545236	enh	NA	NA	NA	1201345.5	NA	ARHGAP5	FALSE	FALSE	FALSE	FALSE
chr14	32075729	32076030	HECTD1|chr14:32544935-32545236:.	chr14:32544935-32545236	0.06922956811238246	chr14	31207803	31207804	HECTD1	FALSE	0.7746866922808243	0.07	0.11	0	0.33	0.6	0.02	0.02	1	overlaps potential promoter: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32544935	32545236	chr14:32544935-32545236	enh	NA	NA	NA	868356.5	NA	ARHGAP5	FALSE	FALSE	FALSE	FALSE
chr14	32075729	32076030	STRN3|chr14:32544935-32545236:.	chr14:32544935-32545236	0.01935094584982377	chr14	31026400	31026401	STRN3	FALSE	0.9885224274406332	0.03	0.08	0	0.2	0.48	0	0.03	1	overlaps potential promoter: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32544935	32545236	chr14:32544935-32545236	enh	NA	NA	NA	1049478.5	NA	ARHGAP5	FALSE	FALSE	FALSE	FALSE
chr14	32078527	32078828	COCH|chr14:32547733-32548034:.	chr14:32547733-32548034	-0.0151955731842055	chr14	30874514	30874515	COCH	FALSE	0.9595460945357024	0.06	0.24	0.01	0.51	0.78	0.01	0.02	1	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32547733	32548034	chr14:32547733-32548034	enh	NA	NA	NA	1204143.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32078527	32078828	HECTD1|chr14:32547733-32548034:.	chr14:32547733-32548034	-0.01714358255544501	chr14	31207803	31207804	HECTD1	FALSE	0.9846786678667868	0	0.04	0	0.14	0.31	0	0	0.98	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32547733	32548034	chr14:32547733-32548034	enh	NA	NA	NA	871154.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32078527	32078828	STRN3|chr14:32547733-32548034:.	chr14:32547733-32548034	0.06151631057053497	chr14	31026400	31026401	STRN3	FALSE	0.9293190327613106	0	0.02	0	0.05	0.08	0.01	0	0.74	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32547733	32548034	chr14:32547733-32548034	enh	NA	NA	NA	1052276.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32150376	32150677	COCH|chr14:32619582-32619883:.	chr14:32619582-32619883	0.06207623280019114	chr14	30874514	30874515	COCH	FALSE	0.5555269196822595	0.18	0.53	0	0.85	1	0.04	0.03	1	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32619582	32619883	chr14:32619582-32619883	enh	NA	NA	NA	1275992.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32150376	32150677	HECTD1|chr14:32619582-32619883:.	chr14:32619582-32619883	-0.08489951622147418	chr14	31207803	31207804	HECTD1	FALSE	0.7605351787773933	0.07	0.15	0.01	0.26	0.51	0	0.03	1	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32619582	32619883	chr14:32619582-32619883	enh	NA	NA	NA	943003.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32150376	32150677	STRN3|chr14:32619582-32619883:.	chr14:32619582-32619883	-0.0506104521080778	chr14	31026400	31026401	STRN3	FALSE	0.9145061650992684	0.02	0.03	0.01	0.09	0.3	0	0	0.99	overlaps potential protein coding gene body: ARHGAP5; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32619582	32619883	chr14:32619582-32619883	enh	NA	NA	NA	1124125.5	ARHGAP5	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202427	32202923	COCH|chr14:32671633-32672129:.	chr14:32671633-32672129	-0.02864597979655636	chr14	30874514	30874515	COCH	FALSE	0.7291190269331017	0.41	0.8	0.04	0.99	1	0.02	0.06	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32671633	32672129	chr14:32671633-32672129	enh	NA	NA	NA	1328141	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202427	32202923	HECTD1|chr14:32671633-32672129:.	chr14:32671633-32672129	0.01201661301255319	chr14	31207803	31207804	HECTD1	FALSE	0.9843989707885576	0.12	0.31	0	0.6	0.86	0	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32671633	32672129	chr14:32671633-32672129	enh	NA	NA	NA	995152	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202427	32202923	STRN3|chr14:32671633-32672129:.	chr14:32671633-32672129	0.00462346031196991	chr14	31026400	31026401	STRN3	FALSE	0.9966456650511576	0.05	0.19	0.02	0.22	0.55	0.01	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32671633	32672129	chr14:32671633-32672129	enh	NA	NA	NA	1176274	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202945	32203246	COCH|chr14:32672151-32672452:.	chr14:32672151-32672452	-0.06079121020765121	chr14	30874514	30874515	COCH	FALSE	0.7983555840821567	0.13	0.28	0.03	0.52	0.74	0.01	0.07	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672151	32672452	chr14:32672151-32672452	enh	NA	NA	NA	1328561.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202945	32203246	HECTD1|chr14:32672151-32672452:.	chr14:32672151-32672452	-0.02463565026064074	chr14	31207803	31207804	HECTD1	FALSE	0.9748151673806124	0.03	0.08	0.01	0.12	0.29	0.02	0.01	0.93	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672151	32672452	chr14:32672151-32672452	enh	NA	NA	NA	995572.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32202945	32203246	STRN3|chr14:32672151-32672452:.	chr14:32672151-32672452	-0.03313913406148461	chr14	31026400	31026401	STRN3	FALSE	0.9776032617218128	0.01	0.01	0	0.06	0.06	0.01	0.01	0.76	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672151	32672452	chr14:32672151-32672452	enh	NA	NA	NA	1176694.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32203433	32203734	COCH|chr14:32672639-32672940:.	chr14:32672639-32672940	0.00319029303226492	chr14	30874514	30874515	COCH	FALSE	0.9951402629082532	0.32	0.77	0.03	0.92	1	0.05	0.09	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672639	32672940	chr14:32672639-32672940	enh	NA	NA	NA	1329049.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32203433	32203734	HECTD1|chr14:32672639-32672940:.	chr14:32672639-32672940	-0.00736239652373904	chr14	31207803	31207804	HECTD1	FALSE	0.9886074860174962	0.07	0.31	0	0.62	0.71	0.02	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672639	32672940	chr14:32672639-32672940	enh	NA	NA	NA	996060.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32203433	32203734	STRN3|chr14:32672639-32672940:.	chr14:32672639-32672940	-0.00638441215120622	chr14	31026400	31026401	STRN3	FALSE	0.9716729032258064	0.02	0.11	0.03	0.25	0.52	0	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32672639	32672940	chr14:32672639-32672940	enh	NA	NA	NA	1177182.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32252118	32252419	COCH|chr14:32721324-32721625:.	chr14:32721324-32721625	-0.0270156639200213	chr14	30874514	30874515	COCH	FALSE	0.8002695486331851	0.43	0.66	0.06	0.91	1	0.02	0.04	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32721324	32721625	chr14:32721324-32721625	enh	NA	NA	NA	1377734.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32252118	32252419	HECTD1|chr14:32721324-32721625:.	chr14:32721324-32721625	0.14678551530964734	chr14	31207803	31207804	HECTD1	FALSE	0.4995333333333334	0.06	0.15	0	0.38	0.63	0.01	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32721324	32721625	chr14:32721324-32721625	enh	NA	NA	NA	1044745.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32252118	32252419	STRN3|chr14:32721324-32721625:.	chr14:32721324-32721625	0.1722488527713535	chr14	31026400	31026401	STRN3	FALSE	0.5242915451895043	0.02	0.08	0	0.26	0.4	0	0	0.99	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32721324	32721625	chr14:32721324-32721625	enh	NA	NA	NA	1225867.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32254899	32255200	COCH|chr14:32724105-32724406:.	chr14:32724105-32724406	-0.0543663800006966	chr14	30874514	30874515	COCH	FALSE	0.479552	0.37	0.7	0.01	0.94	0.98	0.06	0.09	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32724105	32724406	chr14:32724105-32724406	enh	NA	NA	NA	1380515.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32254899	32255200	HECTD1|chr14:32724105-32724406:.	chr14:32724105-32724406	0.02832826396403343	chr14	31207803	31207804	HECTD1	FALSE	0.946596167494677	0.1	0.22	0.02	0.44	0.75	0	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32724105	32724406	chr14:32724105-32724406	enh	NA	NA	NA	1047526.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32254899	32255200	STRN3|chr14:32724105-32724406:.	chr14:32724105-32724406	-0.00493594573871947	chr14	31026400	31026401	STRN3	FALSE	0.9923939178627256	0.02	0.07	0.01	0.14	0.56	0	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32724105	32724406	chr14:32724105-32724406	enh	NA	NA	NA	1228648.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32259694	32259995	COCH|chr14:32728900-32729201:.	chr14:32728900-32729201	0.04990176820839975	chr14	30874514	30874515	COCH	FALSE	0.6570590219224284	0.44	0.8	0.04	0.97	1	0.07	0.09	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32728900	32729201	chr14:32728900-32729201	enh	NA	NA	NA	1385310.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32259694	32259995	HECTD1|chr14:32728900-32729201:.	chr14:32728900-32729201	0.01922372336381794	chr14	31207803	31207804	HECTD1	FALSE	0.9616950955943474	0.1	0.28	0	0.58	0.72	0.02	0.04	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32728900	32729201	chr14:32728900-32729201	enh	NA	NA	NA	1052321.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32259694	32259995	STRN3|chr14:32728900-32729201:.	chr14:32728900-32729201	-0.0982117058094838	chr14	31026400	31026401	STRN3	FALSE	0.7531854806541682	0.07	0.12	0	0.35	0.46	0.01	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32728900	32729201	chr14:32728900-32729201	enh	NA	NA	NA	1233443.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32295174	32295475	COCH|chr14:32764380-32764681:.	chr14:32764380-32764681	-0.0192739693416678	chr14	30874514	30874515	COCH	FALSE	0.9765786242719974	0.07	0.12	0	0.23	0.42	0.01	0.01	0.99	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32764380	32764681	chr14:32764380-32764681	enh	NA	NA	NA	1420790.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32295174	32295475	HECTD1|chr14:32764380-32764681:.	chr14:32764380-32764681	0.3266705576312665	chr14	31207803	31207804	HECTD1	FALSE	0.4145504840940526	0	0.02	0.01	0.04	0.08	0	0	0.78	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32764380	32764681	chr14:32764380-32764681	enh	NA	NA	NA	1087801.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32295174	32295475	STRN3|chr14:32764380-32764681:.	chr14:32764380-32764681	-0.2515627247064761	chr14	31026400	31026401	STRN3	FALSE	0.6481379310344827	0.03	0.01	0	0.02	0.05	0.01	0	0.3	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32764380	32764681	chr14:32764380-32764681	enh	NA	NA	NA	1268923.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr14	32331227	32331528	COCH|chr14:32800433-32800734:.	chr14:32800433-32800734	-0.10168287189025416	chr14	30874514	30874515	COCH	TRUE	0.12910036815511886	0.2	0.57	0.02	0.78	0.98	0.04	0.05	1	overlaps potential protein coding gene body: AKAP6	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr14	32800433	32800734	chr14:32800433-32800734	enh	NA	NA	NA	1456843.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32331227	32331528	HECTD1|chr14:32800433-32800734:.	chr14:32800433-32800734	-0.01385441379063312	chr14	31207803	31207804	HECTD1	FALSE	0.9846786678667868	0.01	0.09	0	0.18	0.5	0	0	1	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32800433	32800734	chr14:32800433-32800734	enh	NA	NA	NA	1123854.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32331227	32331528	STRN3|chr14:32800433-32800734:.	chr14:32800433-32800734	-0.01649832644385185	chr14	31026400	31026401	STRN3	FALSE	0.9885224274406332	0.05	0.06	0.02	0.13	0.25	0	0	0.97	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32800433	32800734	chr14:32800433-32800734	enh	NA	NA	NA	1304976.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32382754	32383055	COCH|chr14:32851960-32852261:.	chr14:32851960-32852261	-0.03479838150080894	chr14	30874514	30874515	COCH	FALSE	0.7712217130771941	0.32	0.59	0.01	0.98	0.99	0.03	0.06	1	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32851960	32852261	chr14:32851960-32852261	enh	NA	NA	NA	1508370.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32382754	32383055	HECTD1|chr14:32851960-32852261:.	chr14:32851960-32852261	-0.08935898816022236	chr14	31207803	31207804	HECTD1	FALSE	0.6973611245758604	0.08	0.22	0	0.43	0.64	0.01	0.01	1	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32851960	32852261	chr14:32851960-32852261	enh	NA	NA	NA	1175381.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32382754	32383055	STRN3|chr14:32851960-32852261:.	chr14:32851960-32852261	-0.00415057440382504	chr14	31026400	31026401	STRN3	FALSE	0.998665596146126	0.03	0.04	0	0.21	0.35	0.02	0	0.99	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	32851960	32852261	chr14:32851960-32852261	enh	NA	NA	NA	1356503.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32588506	32588807	COCH|chr14:33057712-33058013:.	chr14:33057712-33058013	0.00856271040001166	chr14	30874514	30874515	COCH	FALSE	0.9899245067200458	0.14	0.25	0.04	0.62	0.86	0.04	0.06	1	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	33057712	33058013	chr14:33057712-33058013	enh	NA	NA	NA	1714122.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
chr14	32588506	32588807	HECTD1|chr14:33057712-33058013:.	chr14:33057712-33058013	0.03576436112446157	chr14	31207803	31207804	HECTD1	FALSE	0.9293190327613106	0.05	0.09	0.02	0.15	0.32	0.01	0.04	0.98	overlaps potential protein coding gene body: AKAP6; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr14	33057712	33058013	chr14:33057712-33058013	enh	NA	NA	NA	1381133.5	AKAP6	NA	FALSE	FALSE	FALSE	FALSE
