intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr19:9073877-9074178	chr19	9073877	9074178	chr19:9184553-9184854	chr19	9184553	9184854	UBL5|chr19:9073877-9074178	UBL5|chr19:9184553-9184854	UBL5	ENSG00000198258	WTC11	0.991382085	-0.012486906	-0.861791504	0.008047712	0.011711321	0.804771193	0.97560857	1.0071556	-0.035441096	0.010467283	-2.439143044	0.715560035	0.252	0.798	FALSE	753865	753863.5	chr19	9827892	9827893	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.15	0.27	0.29	0.88	0.97	1	1	1	NA	NA	chr19:9184553-9184854	enh	"WTC11_Random_Screen_Crop_8440,WTC11_Random_Screen_Crop_8441,WTC11_Random_Screen_Crop_8442,WTC11_Random_Screen_Crop_8443,WTC11_Random_Screen_Crop_8444,WTC11_Random_Screen_Crop_8445,WTC11_Random_Screen_Crop_8446,WTC11_Random_Screen_Crop_8447,WTC11_Random_Screen_Crop_8448,WTC11_Random_Screen_Crop_8449,WTC11_Random_Screen_Crop_8450,WTC11_Random_Screen_Crop_8451,WTC11_Random_Screen_Crop_8452,WTC11_Random_Screen_Crop_8453,WTC11_Random_Screen_Crop_8454"	TRUE	0.82810998	FALSE	0.16	0.3	0.32	0.89	0.98	1	1	1	780	chr19	9073778	9074277	UBL5|chr19:9073778-9074277	Ubiq. expr. gene	8.14E-04	0.005946309	0.12045366	6.19E-04	0.007651007	0.07488872	High H3K27ac
chr19:10230610-10230911	chr19	10230610	10230911	chr19:10341286-10341587	chr19	10341286	10341587	PPAN|chr19:10230610-10230911	PPAN|chr19:10341286-10341587	PPAN	ENSG00000130810	WTC11	0.97642184	-0.03442353	-2.357815995	0.021430481	0.031664233	2.143048089	0.934418098	1.018425583	-0.096485426	0.027638366	-6.55819025	1.842558259	0.252	0.798	FALSE	124398	124538.5	chr19	10106289	10106290	promoter	NA	S1PR2	"DNMT1,S1PR2"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.15	0.26	0.63	0.96	1	1	1	NA	NA	chr19:10341286-10341587	enh	"WTC11_Random_Screen_Crop_7354,WTC11_Random_Screen_Crop_7355,WTC11_Random_Screen_Crop_7356,WTC11_Random_Screen_Crop_7357,WTC11_Random_Screen_Crop_7358,WTC11_Random_Screen_Crop_7359,WTC11_Random_Screen_Crop_7360,WTC11_Random_Screen_Crop_7361,WTC11_Random_Screen_Crop_7362,WTC11_Random_Screen_Crop_7363,WTC11_Random_Screen_Crop_7364,WTC11_Random_Screen_Crop_7365,WTC11_Random_Screen_Crop_7366,WTC11_Random_Screen_Crop_7367,WTC11_Random_Screen_Crop_7368"	TRUE	0.82810998	FALSE	0.06	0.16	0.28	0.65	0.97	1	1	1	994	chr19	10230511	10231010	PPAN|chr19:10230511-10231010	Ubiq. expr. gene	0.008920264	0.005946309	0.60002154	0.001459475	0.007651007	0.160197366	NA
chr19:13609987-13610288	chr19	13609987	13610288	chr19:13720801-13721102	chr19	13720801	13721102	IER2|chr19:13609987-13610288	IER2|chr19:13720801-13721102	IER2	ENSG00000160888	WTC11	0.988269602	-0.01702343	-1.173039834	0.015549245	0.022699088	1.554924519	0.957793081	1.018746122	-0.061513643	0.027466783	-4.220691892	1.874612223	0.252	0.798	FALSE	459726	459670.5	chr19	13150415	13150416	distal	NA	NA	CACNA1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.13	0.24	0.71	0.96	0.98	1	1	NA	NA	chr19:13720801-13721102	enh	"WTC11_Random_Screen_Crop_7719,WTC11_Random_Screen_Crop_7720,WTC11_Random_Screen_Crop_7721,WTC11_Random_Screen_Crop_7722,WTC11_Random_Screen_Crop_7723,WTC11_Random_Screen_Crop_7724,WTC11_Random_Screen_Crop_7725,WTC11_Random_Screen_Crop_7726,WTC11_Random_Screen_Crop_7727,WTC11_Random_Screen_Crop_7728,WTC11_Random_Screen_Crop_7729,WTC11_Random_Screen_Crop_7730,WTC11_Random_Screen_Crop_7731,WTC11_Random_Screen_Crop_7732,WTC11_Random_Screen_Crop_7733"	TRUE	0.82810998	FALSE	0.05	0.14	0.29	0.74	0.96	0.99	1	1	823	chr19	13609888	13610757	IER2|chr19:13609888-13610757	Other gene	0.001570997	0.005946309	0.208984041	7.84E-04	0.007651007	0.092909283	H3K27ac
chr2:68362072-68362373	chr2	68362072	68362373	chr2:68589204-68589505	chr2	68589204	68589505	SNRNP27|chr2:68362072-68362373	SNRNP27|chr2:68589204-68589505	SNRNP27	ENSG00000124380	WTC11	0.927643414	-0.108357755	-7.235658609	0.066718537	0.103762395	6.671853671	0.796875082	1.058411746	-0.311732048	0.095016539	-20.3124918	5.841174586	0.252	0.798	FALSE	1531734	1531719.5	chr2	69893560	69893561	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.04	0.02	0.06	0.2	0.44	0.73	1	NA	NA	chr2:68589204-68589505	enh	"WTC11_Random_Screen_Crop_9359,WTC11_Random_Screen_Crop_9360,WTC11_Random_Screen_Crop_9361,WTC11_Random_Screen_Crop_9362,WTC11_Random_Screen_Crop_9363,WTC11_Random_Screen_Crop_9364,WTC11_Random_Screen_Crop_9365,WTC11_Random_Screen_Crop_9366,WTC11_Random_Screen_Crop_9367,WTC11_Random_Screen_Crop_9368,WTC11_Random_Screen_Crop_9369,WTC11_Random_Screen_Crop_9370,WTC11_Random_Screen_Crop_9371,WTC11_Random_Screen_Crop_9372,WTC11_Random_Screen_Crop_9373"	TRUE	0.82810998	FALSE	0	0.04	0.02	0.09	0.23	0.5	0.78	1	724	chr2	68361973	68362472	SNRNP27|chr2:68361973-68362472	Ubiq. expr. gene	3.18E-04	0.005946309	0.050689795	4.42E-04	0.007651007	0.054620264	CTCF element
chr2:75896813-75897114	chr2	75896813	75897114	chr2:76123939-76124240	chr2	76123939	76124240	WDR54|chr2:75896813-75897114	WDR54|chr2:76123939-76124240	WDR54	ENSG00000005448	WTC11	0.979187811	-0.030342496	-2.081218916	0.018824786	0.027735666	1.882478614	0.94229123	1.016084392	-0.0847044	0.024019409	-5.770876999	1.608439166	0.252	0.798	FALSE	1475284	1475241.5	chr2	74421678	74421679	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.14	0.13	0.31	0.69	0.96	1	1	1	NA	NA	chr2:76123939-76124240	enh	"WTC11_Random_Screen_Crop_10578,WTC11_Random_Screen_Crop_10579,WTC11_Random_Screen_Crop_10580,WTC11_Random_Screen_Crop_10581,WTC11_Random_Screen_Crop_10582,WTC11_Random_Screen_Crop_10583,WTC11_Random_Screen_Crop_10584,WTC11_Random_Screen_Crop_10585,WTC11_Random_Screen_Crop_10586,WTC11_Random_Screen_Crop_10587,WTC11_Random_Screen_Crop_10588,WTC11_Random_Screen_Crop_10589,WTC11_Random_Screen_Crop_10590,WTC11_Random_Screen_Crop_10591,WTC11_Random_Screen_Crop_10592"	TRUE	0.82810998	FALSE	0.15	0.16	0.34	0.73	0.97	1	1	1	825	chr2	75896714	75897213	WDR54|chr2:75896714-75897213	Other gene	3.34E-04	0.005946309	0.053144904	4.50E-04	0.007651007	0.055550075	CTCF element
chr20:11892242-11892742	chr20	11892242	11892742	chr20:11872890-11873390	chr20	11872890	11873390	ESF1|chr20:11892242-11892742	ESF1|chr20:11872890-11873390	ESF1	ENSG00000089048	WTC11	1.093184418	0.128536801	9.318441817	0.073651803	0.097199603	7.365180322	0.948826884	1.237541952	-0.06197442	0.319048023	-5.117311614	23.75419525	0.252	0.798	FALSE	1892392	1892394	chr20	13784885	13784886	promoter	BTBD3	NA	BTBD3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0.01	0.01	0.01	0.25	0.43	0.72	1	NA	BTBD3	BTBD3_TSS_2	tss_random	"WTC11_Random_Screen_Crop_10638,WTC11_Random_Screen_Crop_10639,WTC11_Random_Screen_Crop_10640,WTC11_Random_Screen_Crop_10641,WTC11_Random_Screen_Crop_10642,WTC11_Random_Screen_Crop_10643,WTC11_Random_Screen_Crop_10644,WTC11_Random_Screen_Crop_10645,WTC11_Random_Screen_Crop_10646,WTC11_Random_Screen_Crop_10647,WTC11_Random_Screen_Crop_10648,WTC11_Random_Screen_Crop_10649,WTC11_Random_Screen_Crop_10650,WTC11_Random_Screen_Crop_10651,WTC11_Random_Screen_Crop_10652"	TRUE	0.82810998	FALSE	0	0.01	0.01	0.04	0.31	0.48	0.75	1	785	chr20	11892243	11892742	ESF1|chr20:11892243-11892742	Other gene	2.40E-04	0.005946309	0.03875675	4.00E-04	0.007651007	0.04965281	NA
chr6:35025759-35026060	chr6	35025759	35026060	chr6:34993536-34993837	chr6	34993536	34993837	SRPK1|chr6:35025759-35026060	SRPK1|chr6:34993536-34993837	SRPK1	ENSG00000096063	WTC11	0.959327893	-0.05990409	-4.067210697	0.032956704	0.049562275	3.295670352	0.894732754	1.023923032	-0.157046149	0.037237969	-10.52672459	2.392303193	0.252	0.798	FALSE	895433	895270.5	chr6	35921341	35921342	distal	NA	NA	ANKS1A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.08	0.11	0.45	0.81	0.97	1	1	NA	NA	chr6:34993536-34993837	enh	"WTC11_Random_Screen_Crop_14505,WTC11_Random_Screen_Crop_14506,WTC11_Random_Screen_Crop_14507,WTC11_Random_Screen_Crop_14508,WTC11_Random_Screen_Crop_14509,WTC11_Random_Screen_Crop_14510,WTC11_Random_Screen_Crop_14511,WTC11_Random_Screen_Crop_14512,WTC11_Random_Screen_Crop_14513,WTC11_Random_Screen_Crop_14514,WTC11_Random_Screen_Crop_14515,WTC11_Random_Screen_Crop_14516,WTC11_Random_Screen_Crop_14517,WTC11_Random_Screen_Crop_14518,WTC11_Random_Screen_Crop_14519"	TRUE	0.82810998	FALSE	0.08	0.08	0.14	0.47	0.85	0.98	1	1	788	chr6	35025660	35026159	SRPK1|chr6:35025660-35026159	Other gene	6.48E-04	0.005946309	0.09825392	5.71E-04	0.007651007	0.069410346	H3K27ac
chr1:153964010-153964311	chr1	153964010	153964311	chr1:153936486-153936787	chr1	153936486	153936787	TPM3|chr1:153964010-153964311	TPM3|chr1:153936486-153936787	TPM3	ENSG00000143549	K562	0.988329594	-0.016935855	-1.167040637	0.013198478	0.019266223	1.319847802	0.962460577	1.014198611	-0.054697653	0.020825943	-3.75394233	1.419861055	0.332	0.798355584	FALSE	230488	219088.5	chr1	154194647	154194648	promoter	SLC39A1	SLC39A1	"SLC39A1,AL358472.7"	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.16	0.23	0.65	0.95	1	1	1	NA	NA	chr1:153936486-153936787	enh	"K562_Random_Screen_Crop_500,K562_Random_Screen_Crop_501,K562_Random_Screen_Crop_502,K562_Random_Screen_Crop_503,K562_Random_Screen_Crop_504,K562_Random_Screen_Crop_505,K562_Random_Screen_Crop_506,K562_Random_Screen_Crop_507,K562_Random_Screen_Crop_508,K562_Random_Screen_Crop_509,K562_Random_Screen_Crop_510,K562_Random_Screen_Crop_511,K562_Random_Screen_Crop_512,K562_Random_Screen_Crop_513,K562_Random_Screen_Crop_514"	TRUE	0.824170474	FALSE	0.06	0.16	0.22	0.65	0.95	1	1	1	847	chr1	153963911	153964410	TPM3|chr1:153963911-153964410	Other gene	0.00393137	0.002987066	0.568245472	0.001088372	0.006201574	0.149297697	NA
chr11:65425936-65426237	chr11	65425936	65426237	chr11:65193407-65193708	chr11	65193407	65193708	MRPL11|chr11:65425936-65426237	MRPL11|chr11:65193407-65193708	MRPL11	ENSG00000174547	K562	1.016584859	0.023730648	1.658485881	0.020134533	0.028574094	2.01345332	0.977121174	1.056048544	-0.032274576	0.079735872	-2.287882625	5.604854388	0.332	0.798355584	FALSE	1040652	1012761.5	chr11	66466737	66466738	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.02	0.08	0.31	0.71	0.92	0.97	1	NA	NA	chr11:65193407-65193708	enh	"K562_Random_Screen_Crop_5830,K562_Random_Screen_Crop_5831,K562_Random_Screen_Crop_5832,K562_Random_Screen_Crop_5833,K562_Random_Screen_Crop_5834,K562_Random_Screen_Crop_5835,K562_Random_Screen_Crop_5836,K562_Random_Screen_Crop_5837,K562_Random_Screen_Crop_5838,K562_Random_Screen_Crop_5839"	TRUE	0.824170474	FALSE	0.03	0.02	0.08	0.29	0.71	0.92	0.97	1	425	chr11	65425837	65426336	MRPL11|chr11:65425837-65426336	Ubiq. expr. gene	5.31E-04	0.002987066	0.150846827	5.31E-04	0.006201574	0.078910015	High H3K27ac
chr14:32202945-32203246	chr14	32202945	32203246	chr14:32672151-32672452	chr14	32672151	32672452	COCH|chr14:32202945-32203246	COCH|chr14:32672151-32672452	COCH	ENSG00000100473	K562	0.93920879	-0.090482185	-6.079121021	0.048516141	0.074524426	4.851614066	0.844117154	1.034300425	-0.236550059	0.055585689	-15.58828459	3.430042549	0.332	0.798355584	FALSE	1328581	1328561.5	chr14	30874514	30874515	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.01	0.07	0.13	0.28	0.52	0.74	1	NA	NA	chr14:32672151-32672452	enh	"K562_Random_Screen_Crop_6673,K562_Random_Screen_Crop_6674,K562_Random_Screen_Crop_6675,K562_Random_Screen_Crop_6676,K562_Random_Screen_Crop_6677"	TRUE	0.824170474	FALSE	0.02	0.01	0.06	0.13	0.28	0.51	0.74	1	238	chr14	32202426	32203833	COCH|chr14:32202426-32203833	Other gene	3.84E-04	0.002987066	0.113800705	4.73E-04	0.006201574	0.070866454	High H3K27ac
chr14:55846014-55846447	chr14	55846014	55846447	chr14:56312732-56313165	chr14	56312732	56313165	CNIH1|chr14:55846014-55846447	CNIH1|chr14:56312732-56313165	CNIH1	ENSG00000100528	K562	0.852660924	-0.229955953	-14.7339076	0.127662744	0.216004278	12.76627439	0.602441946	1.102879902	-0.653324339	0.193412433	-39.75580541	10.28799021	0.332	0.798355584	FALSE	1404839	1404800.5	chr14	54441430	54441431	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.01	0.01	0.02	0.03	0.05	0.11	0.78	NA	NA	chr14:56312732-56313165	enh	"K562_Random_Screen_Crop_7153,K562_Random_Screen_Crop_7154,K562_Random_Screen_Crop_7155,K562_Random_Screen_Crop_7156,K562_Random_Screen_Crop_7157,K562_Random_Screen_Crop_7158,K562_Random_Screen_Crop_7159,K562_Random_Screen_Crop_7160,K562_Random_Screen_Crop_7161,K562_Random_Screen_Crop_7162,K562_Random_Screen_Crop_7163,K562_Random_Screen_Crop_7164,K562_Random_Screen_Crop_7165,K562_Random_Screen_Crop_7166,K562_Random_Screen_Crop_7167,K562_Random_Screen_Crop_7168,K562_Random_Screen_Crop_7169"	TRUE	0.824170474	FALSE	0	0.01	0.01	0.02	0.03	0.05	0.08	0.78	639	chr14	55845981	55846480	CNIH1|chr14:55845981-55846480	Other gene	3.56E-04	0.002987066	0.106534244	4.61E-04	0.006201574	0.069137979	No H3K27ac
chr16:424772-425073	chr16	424772	425073	chr16:474772-475073	chr16	474772	475073	HBQ1|chr16:424772-425073	HBQ1|chr16:474772-475073	HBQ1	ENSG00000086506	K562	1.005644627	0.008120578	0.564462708	0.024268511	0.03481554	2.426851135	0.958078345	1.053210909	-0.060117881	0.076359037	-4.192165516	5.321090931	0.332	0.798355584	FALSE	244464	244589.5	chr16	180453	180454	promoter	RAB11FIP3	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.01	0.04	0.23	0.65	0.92	1	1	NA	NA	chr16:474772-475073	enh	"K562_Random_Screen_Crop_7358,K562_Random_Screen_Crop_7359,K562_Random_Screen_Crop_7360,K562_Random_Screen_Crop_7361,K562_Random_Screen_Crop_7362,K562_Random_Screen_Crop_7363,K562_Random_Screen_Crop_7364,K562_Random_Screen_Crop_7365,K562_Random_Screen_Crop_7366,K562_Random_Screen_Crop_7367,K562_Random_Screen_Crop_7368,K562_Random_Screen_Crop_7369,K562_Random_Screen_Crop_7370,K562_Random_Screen_Crop_7371,K562_Random_Screen_Crop_7372"	TRUE	0.824170474	FALSE	0.01	0.01	0.04	0.23	0.63	0.91	0.99	1	643	chr16	424673	425172	HBQ1|chr16:424673-425172	Other gene	0.00363561	0.002987066	0.548963866	0.001058314	0.006201574	0.145775493	NA
chr16:87571087-87571388	chr16	87571087	87571388	chr16:87604693-87604994	chr16	87604693	87604994	APRT|chr16:87571087-87571388	APRT|chr16:87604693-87604994	APRT	ENSG00000198931	K562	0.996532056	-0.005011881	-0.346794365	0.011642657	0.016855256	1.16426568	0.973712449	1.019351664	-0.038048183	0.028024422	-2.628755097	1.935166367	0.332	0.798355584	FALSE	1273502	1240696.5	chr16	88811943	88811944	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.09	0.14	0.57	0.9	1	1	1	NA	NA	chr16:87604693-87604994	enh	"K562_Random_Screen_Crop_7780,K562_Random_Screen_Crop_7781,K562_Random_Screen_Crop_7782,K562_Random_Screen_Crop_7783,K562_Random_Screen_Crop_7784,K562_Random_Screen_Crop_7785,K562_Random_Screen_Crop_7786,K562_Random_Screen_Crop_7787,K562_Random_Screen_Crop_7788,K562_Random_Screen_Crop_7789,K562_Random_Screen_Crop_7790,K562_Random_Screen_Crop_7791,K562_Random_Screen_Crop_7792,K562_Random_Screen_Crop_7793,K562_Random_Screen_Crop_7794"	TRUE	0.824170474	FALSE	0.02	0.08	0.13	0.57	0.89	1	1	1	686	chr16	87570988	87571487	APRT|chr16:87570988-87571487	Ubiq. expr. gene	4.06E-04	0.002987066	0.119598166	4.83E-04	0.006201574	0.072204288	CTCF element
chr17:27353672-27353973	chr17	27353672	27353973	chr17:25680698-25680999	chr17	25680698	25680999	TMEM97|chr17:27353672-27353973	TMEM97|chr17:25680698-25680999	TMEM97	ENSG00000109084	K562	0.984729665	-0.022200375	-1.527033519	0.021989959	0.032216766	2.198995935	0.941629344	1.027829985	-0.085345237	0.040944486	-5.837065553	2.782998514	0.332	0.798355584	FALSE	965378	965271.5	chr17	28319095	28319096	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.02	0.08	0.48	0.89	0.98	1	1	NA	NA	chr17:25680698-25680999	enh	"K562_Random_Screen_Crop_8577,K562_Random_Screen_Crop_8578,K562_Random_Screen_Crop_8579,K562_Random_Screen_Crop_8580,K562_Random_Screen_Crop_8581,K562_Random_Screen_Crop_8582,K562_Random_Screen_Crop_8583,K562_Random_Screen_Crop_8584,K562_Random_Screen_Crop_8585,K562_Random_Screen_Crop_8586,K562_Random_Screen_Crop_8587,K562_Random_Screen_Crop_8588,K562_Random_Screen_Crop_8589,K562_Random_Screen_Crop_8590,K562_Random_Screen_Crop_8591"	TRUE	0.824170474	FALSE	0.02	0.02	0.08	0.47	0.87	0.98	1	1	707	chr17	27353573	27354072	TMEM97|chr17:27353573-27354072	Other gene	5.86E-04	0.002987066	0.164073981	5.51E-04	0.006201574	0.081545611	High H3K27ac
chr18:12491936-12492237	chr18	12491936	12492237	chr18:12491935-12492236	chr18	12491935	12492236	AFG3L2|chr18:12491936-12492237	AFG3L2|chr18:12491935-12492236	AFG3L2	ENSG00000141385	K562	1.049709847	0.069990604	4.970984672	0.054413935	0.074785155	5.441393469	0.943058535	1.156361159	-0.0765883	0.216569508	-5.694146527	15.63611587	0.332	0.798355584	FALSE	114772	114810.5	chr18	12377313	12377314	distal	NA	NA	SPIRE1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.01	0.06	0.11	0.25	0.6	0.8	1	NA	NA	chr18:12491935-12492236	enh	"K562_Random_Screen_Crop_11331,K562_Random_Screen_Crop_11332,K562_Random_Screen_Crop_11333,K562_Random_Screen_Crop_11334,K562_Random_Screen_Crop_11335,K562_Random_Screen_Crop_11336,K562_Random_Screen_Crop_11337,K562_Random_Screen_Crop_11338"	TRUE	0.824170474	FALSE	0	0.01	0.05	0.11	0.24	0.59	0.77	1	328	chr18	12491837	12492336	AFG3L2|chr18:12491837-12492336	Ubiq. expr. gene	0.009927667	0.002987066	0.768708642	0.001516481	0.006201574	0.196484817	High H3K27ac
chr18:14147022-14147323	chr18	14147022	14147323	chr18:14147021-14147322	chr18	14147021	14147322	AFG3L2|chr18:14147022-14147323	AFG3L2|chr18:14147021-14147322	AFG3L2	ENSG00000141385	K562	1.031893946	0.045294705	3.189394648	0.03686269	0.051537874	3.686268999	0.959643074	1.104144819	-0.055719528	0.146308937	-4.035692591	10.41448189	0.332	0.798355584	FALSE	1769858	1769896.5	chr18	12377313	12377314	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.05	0.11	0.35	0.69	0.88	0.98	1	NA	NA	chr18:14147021-14147322	enh	"K562_Random_Screen_Crop_11670,K562_Random_Screen_Crop_11671,K562_Random_Screen_Crop_11672,K562_Random_Screen_Crop_11673,K562_Random_Screen_Crop_11674,K562_Random_Screen_Crop_11675,K562_Random_Screen_Crop_11676,K562_Random_Screen_Crop_11677,K562_Random_Screen_Crop_11678,K562_Random_Screen_Crop_11679,K562_Random_Screen_Crop_11680,K562_Random_Screen_Crop_11681,K562_Random_Screen_Crop_11682,K562_Random_Screen_Crop_11683,K562_Random_Screen_Crop_11684"	TRUE	0.824170474	FALSE	0.02	0.05	0.11	0.35	0.69	0.86	0.98	1	674	chr18	14146923	14147422	AFG3L2|chr18:14146923-14147422	Ubiq. expr. gene	2.62E-04	0.002987066	0.080653049	4.13E-04	0.006201574	0.062392213	No H3K27ac
chr19:10045430-10045731	chr19	10045430	10045731	chr19:10156106-10156407	chr19	10156106	10156407	ICAM4|chr19:10045430-10045731	ICAM4|chr19:10156106-10156407	ICAM4	ENSG00000105371	K562	1.024922696	0.035515099	2.492269573	0.034234934	0.048189555	3.423493361	0.957822226	1.092023166	-0.058936429	0.129966628	-4.217777414	9.20231656	0.332	0.798355584	FALSE	241375	241385.5	chr19	10286967	10286968	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.04	0.12	0.34	0.7	0.9	1	1	NA	NA	chr19:10156106-10156407	enh	"K562_Random_Screen_Crop_12000,K562_Random_Screen_Crop_12001,K562_Random_Screen_Crop_12002,K562_Random_Screen_Crop_12003,K562_Random_Screen_Crop_12004,K562_Random_Screen_Crop_12005,K562_Random_Screen_Crop_12006,K562_Random_Screen_Crop_12007,K562_Random_Screen_Crop_12008,K562_Random_Screen_Crop_12009,K562_Random_Screen_Crop_12010,K562_Random_Screen_Crop_12011,K562_Random_Screen_Crop_12012,K562_Random_Screen_Crop_12013,K562_Random_Screen_Crop_12014"	TRUE	0.824170474	FALSE	0.01	0.04	0.12	0.32	0.67	0.88	1	1	521	chr19	10045331	10045830	ICAM4|chr19:10045331-10045830	Other gene	0.003697553	0.002987066	0.553143392	0.001064736	0.006201574	0.14653044	No H3K27ac
chr19:10421917-10422218	chr19	10421917	10422218	chr19:10532593-10532894	chr19	10532593	10532894	PIN1|chr19:10421917-10422218	PIN1|chr19:10532593-10532894	PIN1	ENSG00000127445	K562	1.016501727	0.023612667	1.650172736	0.015159075	0.021514889	1.515907458	0.986789941	1.046213514	-0.018556515	0.065781849	-1.321005881	4.621351353	0.332	0.798355584	FALSE	586810	586861.5	chr19	9835257	9835258	distal	NA	NA	PDE4A	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.04	0.07	0.43	0.86	1	1	1	NA	NA	chr19:10532593-10532894	enh	"K562_Random_Screen_Crop_12206,K562_Random_Screen_Crop_12207,K562_Random_Screen_Crop_12208,K562_Random_Screen_Crop_12209,K562_Random_Screen_Crop_12210,K562_Random_Screen_Crop_12211,K562_Random_Screen_Crop_12212,K562_Random_Screen_Crop_12213,K562_Random_Screen_Crop_12214,K562_Random_Screen_Crop_12215,K562_Random_Screen_Crop_12216,K562_Random_Screen_Crop_12217"	TRUE	0.824170474	FALSE	0.01	0.04	0.07	0.4	0.86	1	1	1	624	chr19	10421818	10422317	PIN1|chr19:10421818-10422317	Other gene	0.001135927	0.002987066	0.275510287	6.98E-04	0.006201574	0.101133018	H3K27ac
chr20:20237408-20237709	chr20	20237408	20237709	chr20:20218052-20218353	chr20	20218052	20218353	DTD1|chr20:20237408-20237709	DTD1|chr20:20218052-20218353	DTD1	ENSG00000125821	K562	0.971903343	-0.041115252	-2.809665699	0.029214757	0.043366436	2.921475654	0.91464242	1.029164266	-0.126113467	0.043882963	-8.53575798	2.916426583	0.332	0.798355584	FALSE	1649665	1649666.5	chr20	18567453	18567454	distal	NA	NA	CFAP61	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.02	0.07	0.38	0.65	0.92	0.99	1	NA	NA	chr20:20218052-20218353	enh	"K562_Random_Screen_Crop_13315,K562_Random_Screen_Crop_13316,K562_Random_Screen_Crop_13317,K562_Random_Screen_Crop_13318,K562_Random_Screen_Crop_13319,K562_Random_Screen_Crop_13320,K562_Random_Screen_Crop_13321,K562_Random_Screen_Crop_13322,K562_Random_Screen_Crop_13323,K562_Random_Screen_Crop_13324,K562_Random_Screen_Crop_13325,K562_Random_Screen_Crop_13326,K562_Random_Screen_Crop_13327,K562_Random_Screen_Crop_13328,K562_Random_Screen_Crop_13329"	TRUE	0.824170474	FALSE	0.02	0.02	0.07	0.38	0.65	0.91	0.99	1	659	chr20	20237309	20237808	DTD1|chr20:20237309-20237808	Ubiq. expr. gene	2.88E-04	0.002987066	0.087858026	4.27E-04	0.006201574	0.064378339	CTCF element
