intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr10:26573737-26574038	chr10	26573737	26574038	chr10:26862666-26862967	chr10	26862666	26862967	YME1L1|chr10:26573737-26574038	YME1L1|chr10:26862666-26862967	YME1L1	ENSG00000136758	WTC11	1.0001800841789947	2.5978316125552724e-4	0.01800841789905138	0.03177428889178447	0.045832355329869755	3.1774288891784472	0.9379024779510972	1.0624576904068923	-0.08957163328528919	0.09009119960780024	-6.209752204890705	6.245769040688808	0.928	0.9902080831033924	FALSE	581379	580532.5	chr10	27155265	27155266	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.08	0.16	0.49	0.82	0.95	1	1	NA	NA	chr10:26862666-26862967	enh	WTC11_Random_Screen_Crop_2860,WTC11_Random_Screen_Crop_2861,WTC11_Random_Screen_Crop_2862,WTC11_Random_Screen_Crop_2863,WTC11_Random_Screen_Crop_2864,WTC11_Random_Screen_Crop_2865,WTC11_Random_Screen_Crop_2866,WTC11_Random_Screen_Crop_2867,WTC11_Random_Screen_Crop_2868,WTC11_Random_Screen_Crop_2869,WTC11_Random_Screen_Crop_2870,WTC11_Random_Screen_Crop_2871
chr10:26622127-26622428	chr10	26622127	26622428	chr10:26911056-26911357	chr10	26911056	26911357	YME1L1|chr10:26622127-26622428	YME1L1|chr10:26911056-26911357	YME1L1	ENSG00000136758	WTC11	1.0446705666412563	0.06304806498291365	4.46705666412508	0.03449880467283287	0.04764301398680509	3.4498804672832866	0.9770529094825039	1.1122882238000087	-0.030332242431224316	0.15642837239705162	-2.2947090517501616	11.22882238000032	0.208	0.765188584219362	FALSE	532989	532142.5	chr10	27155265	27155266	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.04	0.17	0.41	0.77	0.96	1	1	NA	NA	chr10:26911056-26911357	enh	WTC11_Random_Screen_Crop_2872,WTC11_Random_Screen_Crop_2873,WTC11_Random_Screen_Crop_2874,WTC11_Random_Screen_Crop_2875,WTC11_Random_Screen_Crop_2876,WTC11_Random_Screen_Crop_2877,WTC11_Random_Screen_Crop_2878,WTC11_Random_Screen_Crop_2879,WTC11_Random_Screen_Crop_2880,WTC11_Random_Screen_Crop_2881,WTC11_Random_Screen_Crop_2882,WTC11_Random_Screen_Crop_2883,WTC11_Random_Screen_Crop_2884,WTC11_Random_Screen_Crop_2885,WTC11_Random_Screen_Crop_2886
chr10:26622469-26622770	chr10	26622469	26622770	chr10:26911398-26911699	chr10	26911398	26911699	YME1L1|chr10:26622469-26622770	YME1L1|chr10:26911398-26911699	YME1L1	ENSG00000136758	WTC11	0.9904050874945893	-0.01390936950687752	-0.95949125054161	0.028530240809329723	0.04155919375889997	2.8530240809329723	0.9344858155083031	1.0463243594808755	-0.09536538927432146	0.06754665026056643	-6.551418449170235	4.632435948087016	0.752	0.962607786170831	FALSE	532647	531800.5	chr10	27155265	27155266	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.04	0.14	0.5	0.85	0.98	1	1	NA	NA	chr10:26911398-26911699	enh	WTC11_Random_Screen_Crop_2887,WTC11_Random_Screen_Crop_2888,WTC11_Random_Screen_Crop_2889,WTC11_Random_Screen_Crop_2890,WTC11_Random_Screen_Crop_2891,WTC11_Random_Screen_Crop_2892,WTC11_Random_Screen_Crop_2893,WTC11_Random_Screen_Crop_2894,WTC11_Random_Screen_Crop_2895,WTC11_Random_Screen_Crop_2896,WTC11_Random_Screen_Crop_2897,WTC11_Random_Screen_Crop_2898,WTC11_Random_Screen_Crop_2899,WTC11_Random_Screen_Crop_2900,WTC11_Random_Screen_Crop_2901
chr10:26627380-26627681	chr10	26627380	26627681	chr10:26916309-26916610	chr10	26916309	26916610	YME1L1|chr10:26627380-26627681	YME1L1|chr10:26916309-26916610	YME1L1	ENSG00000136758	WTC11	0.9941248882937599	-0.00850099118412452	-0.587511170624421	0.031183492682104606	0.0452541433977013	3.1183492682104608	0.9330052426368348	1.0552445339506848	-0.09719911224361906	0.08019712987537002	-6.699475736316924	5.524453395068082	0.756	0.962607786170831	FALSE	527736	526889.5	chr10	27155265	27155266	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.05	0.12	0.48	0.81	0.98	1	1	NA	NA	chr10:26916309-26916610	enh	WTC11_Random_Screen_Crop_2902,WTC11_Random_Screen_Crop_2903,WTC11_Random_Screen_Crop_2904,WTC11_Random_Screen_Crop_2905,WTC11_Random_Screen_Crop_2906,WTC11_Random_Screen_Crop_2907,WTC11_Random_Screen_Crop_2908,WTC11_Random_Screen_Crop_2909,WTC11_Random_Screen_Crop_2910,WTC11_Random_Screen_Crop_2911,WTC11_Random_Screen_Crop_2912,WTC11_Random_Screen_Crop_2913,WTC11_Random_Screen_Crop_2914,WTC11_Random_Screen_Crop_2915,WTC11_Random_Screen_Crop_2916
chr10:26860198-26860752	chr10	26860198	26860752	chr10:27149127-27149681	chr10	27149127	27149681	YME1L1|chr10:26860198-26860752	YME1L1|chr10:27149127-27149681	YME1L1	ENSG00000136758	WTC11	1.0038074958691603	0.00548262448449709	0.380749586915563	0.021990306655346018	0.03160497056442629	2.1990306655346017	0.9607064948246821	1.0469084969136384	-0.05646311782177843	0.06742836679077262	-3.9293505175322565	4.690849691363383	0.956	0.9948722135007848	FALSE	294791	293945	chr10	27155265	27155266	promoter	ABI1	ABI1	ABI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.13	0.25	0.8	0.96	1	1	1	NA	NA	chr10:27149127-27149681	enh	WTC11_Random_Screen_Crop_2917,WTC11_Random_Screen_Crop_2918,WTC11_Random_Screen_Crop_2919,WTC11_Random_Screen_Crop_2920,WTC11_Random_Screen_Crop_2921,WTC11_Random_Screen_Crop_2922,WTC11_Random_Screen_Crop_2923,WTC11_Random_Screen_Crop_2924,WTC11_Random_Screen_Crop_2925,WTC11_Random_Screen_Crop_2926,WTC11_Random_Screen_Crop_2927,WTC11_Random_Screen_Crop_2928,WTC11_Random_Screen_Crop_2929,WTC11_Random_Screen_Crop_2930,WTC11_Random_Screen_Crop_2931,WTC11_Random_Screen_Crop_2932,WTC11_Random_Screen_Crop_2933,WTC11_Random_Screen_Crop_2934,WTC11_Random_Screen_Crop_2935,WTC11_Random_Screen_Crop_2936,WTC11_Random_Screen_Crop_2937,WTC11_Random_Screen_Crop_2938,WTC11_Random_Screen_Crop_2939,WTC11_Random_Screen_Crop_2940,WTC11_Random_Screen_Crop_2941,WTC11_Random_Screen_Crop_2942,WTC11_Random_Screen_Crop_2943,WTC11_Random_Screen_Crop_2944,WTC11_Random_Screen_Crop_2945
chr10:26931301-26931602	chr10	26931301	26931602	chr10:27220230-27220531	chr10	27220230	27220531	YME1L1|chr10:26931301-26931602	YME1L1|chr10:27220230-27220531	YME1L1	ENSG00000136758	WTC11	1.0001900690479497	2.741856166222996e-4	0.01900690479448297	0.0282819027800664	0.040794407133580034	2.82819027800664	0.9447575395990195	1.05562259849688	-0.07968285236519455	0.08023122359843916	-5.524246040098531	5.562259849687497	0.968	0.9951608783678556	FALSE	223815	222968.5	chr10	27155265	27155266	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.08	0.17	0.45	0.85	0.99	1	1	NA	NA	chr10:27220230-27220531	enh	WTC11_Random_Screen_Crop_2946,WTC11_Random_Screen_Crop_2947,WTC11_Random_Screen_Crop_2948,WTC11_Random_Screen_Crop_2949,WTC11_Random_Screen_Crop_2950,WTC11_Random_Screen_Crop_2951,WTC11_Random_Screen_Crop_2952,WTC11_Random_Screen_Crop_2953,WTC11_Random_Screen_Crop_2954,WTC11_Random_Screen_Crop_2955,WTC11_Random_Screen_Crop_2956,WTC11_Random_Screen_Crop_2957,WTC11_Random_Screen_Crop_2958,WTC11_Random_Screen_Crop_2959,WTC11_Random_Screen_Crop_2960
chr10:27072285-27072790	chr10	27072285	27072790	chr10:27361214-27361719	chr10	27361214	27361719	YME1L1|chr10:27072285-27072790	YME1L1|chr10:27361214-27361719	YME1L1	ENSG00000136758	WTC11	1.0023927598844413	0.00344789946460804	0.239275988443599	0.027565297436006372	0.039673389017833946	2.756529743600637	0.9483647769098689	1.0564207428590138	-0.07431194301034649	0.08120774193956257	-5.16352230901365	5.642074285900848	0.976	0.9966175831003418	FALSE	82729	81882.5	chr10	27155265	27155266	distal	NA	NA	ANKRD26	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.06	0.21	0.58	0.94	1	1	1	NA	NA	chr10:27361214-27361719	enh	WTC11_Random_Screen_Crop_2961,WTC11_Random_Screen_Crop_2962,WTC11_Random_Screen_Crop_2963,WTC11_Random_Screen_Crop_2964,WTC11_Random_Screen_Crop_2965,WTC11_Random_Screen_Crop_2966,WTC11_Random_Screen_Crop_2967,WTC11_Random_Screen_Crop_2968,WTC11_Random_Screen_Crop_2969,WTC11_Random_Screen_Crop_2970,WTC11_Random_Screen_Crop_2971,WTC11_Random_Screen_Crop_2972,WTC11_Random_Screen_Crop_2973,WTC11_Random_Screen_Crop_2974,WTC11_Random_Screen_Crop_2975,WTC11_Random_Screen_Crop_2976,WTC11_Random_Screen_Crop_2977,WTC11_Random_Screen_Crop_2978,WTC11_Random_Screen_Crop_2979,WTC11_Random_Screen_Crop_2980,WTC11_Random_Screen_Crop_2981
chr10:27154170-27154670	chr10	27154170	27154670	chr10:27443099-27443599	chr10	27443099	27443599	YME1L1|chr10:27154170-27154670	YME1L1|chr10:27443099-27443599	YME1L1	ENSG00000136758	WTC11	0.7778121771795167	-0.3625062735647455	-22.21878228204871	0.029311176506576313	0.054366709893896414	2.9311176506576313	0.7203622712266271	0.8352620831324062	-0.4690650249567825	-0.25594752217270855	-27.963772877337668	-16.473791686759753	9.23537594397138e-13	6.259109428419365e-11	TRUE	846	0	chr10	27155265	27155266	promoter	YME1L1,MASTL	YME1L1,MASTL	YME1L1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.05	0.11	0.16	0.5	0.87	0.93	1	1	NA	YME1L1	YME1L1_TSS	tss_random	WTC11_Random_Screen_Crop_2982,WTC11_Random_Screen_Crop_2983,WTC11_Random_Screen_Crop_2984,WTC11_Random_Screen_Crop_2985,WTC11_Random_Screen_Crop_2986,WTC11_Random_Screen_Crop_2987,WTC11_Random_Screen_Crop_2988,WTC11_Random_Screen_Crop_2989,WTC11_Random_Screen_Crop_2990,WTC11_Random_Screen_Crop_2991,WTC11_Random_Screen_Crop_2992,WTC11_Random_Screen_Crop_2993,WTC11_Random_Screen_Crop_2994,WTC11_Random_Screen_Crop_2995,WTC11_Random_Screen_Crop_2996
chr10:27155175-27155476	chr10	27155175	27155476	chr10:27444104-27444405	chr10	27444104	27444405	YME1L1|chr10:27155175-27155476	YME1L1|chr10:27444104-27444405	YME1L1	ENSG00000136758	WTC11	0.89306658204208	-0.16316035626978992	-10.693341795792357	0.029113594452854594	0.04703125073109799	2.911359445285459	0.836003936914485	0.950129227169675	-0.25534160770274195	-0.07097910483683786	-16.399606308551856	-4.987077283032857	2.793077941453351e-4	0.01092957999232995	TRUE	59	905.5	chr10	27155265	27155266	promoter	YME1L1,MASTL	MASTL	MASTL,YME1L1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.05	0.09	0.16	0.56	0.77	0.97	0.99	1	NA	NA	chr10:27444104-27444405	enh	WTC11_Random_Screen_Crop_2997,WTC11_Random_Screen_Crop_2998,WTC11_Random_Screen_Crop_2999,WTC11_Random_Screen_Crop_3000,WTC11_Random_Screen_Crop_3001,WTC11_Random_Screen_Crop_3002,WTC11_Random_Screen_Crop_3003,WTC11_Random_Screen_Crop_3004,WTC11_Random_Screen_Crop_3005,WTC11_Random_Screen_Crop_3006,WTC11_Random_Screen_Crop_3007,WTC11_Random_Screen_Crop_3008,WTC11_Random_Screen_Crop_3009,WTC11_Random_Screen_Crop_3010,WTC11_Random_Screen_Crop_3011
chr10:119651119-119651619	chr10	119651119	119651619	chr10:121410631-121411131	chr10	121410631	121411131	BAG3|chr10:119651119-119651619	BAG3|chr10:121410631-121411131	BAG3	ENSG00000151929	WTC11	0.6797639292321782	-0.5568942856681617	-32.02360707678237	0.028696295001253185	0.06090350003854685	2.8696295001253187	0.623519191029722	0.7360086674346344	-0.6762651457437135	-0.43752342559260987	-37.648080897027995	-26.399133256536743	1.2324508359450255e-28	1.1742219993482024e-26	TRUE	1	0	chr10	119651370	119651371	promoter	BAG3	BAG3	BAG3	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.05	0.09	0.09	0.36	0.81	0.98	0.99	1	NA	BAG3	BAG3_TSS	tss_pos	WTC11_Random_Screen_Crop_2413,WTC11_Random_Screen_Crop_2414,WTC11_Random_Screen_Crop_2415,WTC11_Random_Screen_Crop_2416,WTC11_Random_Screen_Crop_2417,WTC11_Random_Screen_Crop_2418,WTC11_Random_Screen_Crop_2419,WTC11_Random_Screen_Crop_2420,WTC11_Random_Screen_Crop_2421,WTC11_Random_Screen_Crop_2422,WTC11_Random_Screen_Crop_2423,WTC11_Random_Screen_Crop_2424,WTC11_Random_Screen_Crop_BAG3
chr10:119686802-119688805	chr10	119686802	119688805	chr10:121446314-121448317	chr10	121446314	121448317	BAG3|chr10:119686802-119688805	BAG3|chr10:121446314-121448317	BAG3	ENSG00000151929	WTC11	1.032848525678048	0.04662868859128086	3.284852567804464	0.02981007090483128	0.04163905973987345	2.981007090483128	0.9744207867045787	1.0912762646515173	-0.03498386849887111	0.12824124568143283	-2.557921329542467	9.127626465151396	0.336	0.8338482446206116	FALSE	36433	36434.5	chr10	119651370	119651371	distal	NA	NA	NA	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0.05	0.07	0.11	0.43	0.83	0.99	1	1	BAG3	NA	BAG3_DE	DE	WTC11_Random_Screen_Crop_2425,WTC11_Random_Screen_Crop_2426,WTC11_Random_Screen_Crop_2427,WTC11_Random_Screen_Crop_2428,WTC11_Random_Screen_Crop_2429,WTC11_Random_Screen_Crop_2430,WTC11_Random_Screen_Crop_2431,WTC11_Random_Screen_Crop_2432,WTC11_Random_Screen_Crop_2433,WTC11_Random_Screen_Crop_2434,WTC11_Random_Screen_Crop_2435,WTC11_Random_Screen_Crop_2436,WTC11_Random_Screen_Crop_2437,WTC11_Random_Screen_Crop_2438,WTC11_Random_Screen_Crop_2439
chr10:125816579-125816880	chr10	125816579	125816880	chr10:127505148-127505449	chr10	127505148	127505449	UROS|chr10:125816579-125816880	UROS|chr10:127505148-127505449	UROS	ENSG00000188690	K562	0.4069351158541922	-1.2971293139036957	-59.306488414580414	0.03496203146237239	0.12394985697975845	3.4962031462372387	0.3384095341879423	0.47546069752044207	-1.5400710335840222	-1.0541875942233692	-66.1590465812054	-52.45393024795543	5.000336512346564e-44	6.69062883696657e-42	TRUE	6529	6538.5	chr10	125823247	125823248	promoter	UROS	NA	UROS	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.02	0.05	0.05	0.19	0.32	0.54	0.78	1	UROS	NA	chr10:127505148-127505449	DE	K562_Random_Screen_Crop_5511,K562_Random_Screen_Crop_5512,K562_Random_Screen_Crop_5513,K562_Random_Screen_Crop_5514,K562_Random_Screen_Crop_5515
chr10:125823018-125823518	chr10	125823018	125823518	chr10:127511587-127512087	chr10	127511587	127512087	UROS|chr10:125823018-125823518	UROS|chr10:127511587-127512087	UROS	ENSG00000188690	K562	0.9474346706498518	-0.07790162767631155	-5.256532935014035	0.02483992955147933	0.037824711602932985	2.483992955147933	0.8987484087289522	0.9961209325707513	-0.1520380624180602	-0.0037651929345629	-10.125159127103984	-0.3879067429240868	0.028	0.34909151414309486	FALSE	10	0	chr10	125823247	125823248	promoter	BCCIP,UROS	UROS,BCCIP	UROS	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.05	0.06	0.16	0.37	0.81	0.97	1	1	NA	UROS	UROS_TSS	tss_pos	K562_Random_Screen_Crop_5516,K562_Random_Screen_Crop_5517,K562_Random_Screen_Crop_5518,K562_Random_Screen_Crop_5519,K562_Random_Screen_Crop_5520,K562_Random_Screen_Crop_5521,K562_Random_Screen_Crop_5522,K562_Random_Screen_Crop_5523,K562_Random_Screen_Crop_5524,K562_Random_Screen_Crop_5525,K562_Random_Screen_Crop_5526,K562_Random_Screen_Crop_5527,K562_Random_Screen_Crop_5528,K562_Random_Screen_Crop_5529,K562_Random_Screen_Crop_5530
chr11:560720-561699	chr11	560720	561699	chr11:560720-561699	chr11	560720	561699	CTSD|chr11:560720-561699	CTSD|chr11:560720-561699	CTSD	ENSG00000117984	K562	1.032330990954485	0.04590560879237572	3.233099095448666	0.02007495722362287	0.028054995429131424	2.007495722362287	0.9929840747961842	1.071677907112786	-0.00908218224872187	0.10089339983347331	-0.7015925203814164	7.167790711278748	0.144	0.6430226460071514	FALSE	1224594	1202782.5	chr11	1764572	1764573	promoter	LMNTD2,RASSF7	LMNTD2,RASSF7	RASSF7,LMNTD2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.07	0.25	0.75	0.95	1	1	1	NA	RASSF7	RASSF7_1_TSS_AND_RASSF7_2_TSS	tss_pos	K562_Random_Screen_Crop_5531,K562_Random_Screen_Crop_5532,K562_Random_Screen_Crop_5533,K562_Random_Screen_Crop_5534,K562_Random_Screen_Crop_5535,K562_Random_Screen_Crop_5536,K562_Random_Screen_Crop_5537,K562_Random_Screen_Crop_5538,K562_Random_Screen_Crop_5539,K562_Random_Screen_Crop_5540,K562_Random_Screen_Crop_5541,K562_Random_Screen_Crop_5542,K562_Random_Screen_Crop_5543,K562_Random_Screen_Crop_5544,K562_Random_Screen_Crop_5545,K562_Random_Screen_Crop_5546,K562_Random_Screen_Crop_5547,K562_Random_Screen_Crop_5548,K562_Random_Screen_Crop_5549,K562_Random_Screen_Crop_5550,K562_Random_Screen_Crop_5551,K562_Random_Screen_Crop_5552,K562_Random_Screen_Crop_5553,K562_Random_Screen_Crop_5554,K562_Random_Screen_Crop_5555,K562_Random_Screen_Crop_5556,K562_Random_Screen_Crop_5557,K562_Random_Screen_Crop_5558
chr11:560720-561699	chr11	560720	561699	chr11:560720-561699	chr11	560720	561699	RASSF7|chr11:560720-561699	RASSF7|chr11:560720-561699	RASSF7	ENSG00000099849	K562	0.8163057298643372	-0.29281851088764466	-18.369427013567197	0.029170257376792016	0.05155395107412329	2.9170257376792015	0.7591320254058249	0.8734794343228496	-0.3938642549929263	-0.191772766782363	-24.08679745941843	-12.652056567715963	7.243816312682402e-10	4.67913065783873e-8	TRUE	805	239.5	chr11	560404	560405	promoter	LMNTD2,RASSF7	LMNTD2,RASSF7	RASSF7,LMNTD2	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.04	0.02	0.07	0.35	0.78	1	1	1	NA	RASSF7	RASSF7_1_TSS_AND_RASSF7_2_TSS	tss_pos	K562_Random_Screen_Crop_5531,K562_Random_Screen_Crop_5532,K562_Random_Screen_Crop_5533,K562_Random_Screen_Crop_5534,K562_Random_Screen_Crop_5535,K562_Random_Screen_Crop_5536,K562_Random_Screen_Crop_5537,K562_Random_Screen_Crop_5538,K562_Random_Screen_Crop_5539,K562_Random_Screen_Crop_5540,K562_Random_Screen_Crop_5541,K562_Random_Screen_Crop_5542,K562_Random_Screen_Crop_5543,K562_Random_Screen_Crop_5544,K562_Random_Screen_Crop_5545,K562_Random_Screen_Crop_5546,K562_Random_Screen_Crop_5547,K562_Random_Screen_Crop_5548,K562_Random_Screen_Crop_5549,K562_Random_Screen_Crop_5550,K562_Random_Screen_Crop_5551,K562_Random_Screen_Crop_5552,K562_Random_Screen_Crop_5553,K562_Random_Screen_Crop_5554,K562_Random_Screen_Crop_5555,K562_Random_Screen_Crop_5556,K562_Random_Screen_Crop_5557,K562_Random_Screen_Crop_5558
chr11:1763742-1764242	chr11	1763742	1764242	chr11:1784972-1785472	chr11	1784972	1785472	CTSD|chr11:1763742-1764242	CTSD|chr11:1784972-1785472	CTSD	ENSG00000117984	K562	0.6933177139687804	-0.5284114736532601	-30.66822860312187	0.03006736447070264	0.06256588680847838	3.006736447070264	0.6343856796062032	0.7522497483313576	-0.6510406117978778	-0.4057823355086425	-36.56143203937959	-24.775025166864154	2.9129690408856942e-33	3.074208031458663e-31	TRUE	581	0	chr11	1764572	1764573	promoter	CTSD,AC068580.4	CTSD	CTSD,AC068580.4	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.04	0.11	0.13	0.31	0.82	0.93	0.99	1	NA	CTSD	CTSD_TSS	tss_pos	K562_Random_Screen_Crop_5559,K562_Random_Screen_Crop_5560,K562_Random_Screen_Crop_5561,K562_Random_Screen_Crop_5562,K562_Random_Screen_Crop_5563,K562_Random_Screen_Crop_5564,K562_Random_Screen_Crop_5565,K562_Random_Screen_Crop_5566,K562_Random_Screen_Crop_5567,K562_Random_Screen_Crop_5568,K562_Random_Screen_Crop_5569,K562_Random_Screen_Crop_5570,K562_Random_Screen_Crop_5571,K562_Random_Screen_Crop_5572,K562_Random_Screen_Crop_5573
chr11:1763742-1764242	chr11	1763742	1764242	chr11:1784972-1785472	chr11	1784972	1785472	NAP1L4|chr11:1763742-1764242	NAP1L4|chr11:1784972-1785472	NAP1L4	ENSG00000205531	K562	0.9903529188028212	-0.01398536416413169	-0.9647081197166948	0.019534484263682712	0.02845682891267333	1.9534484263682712	0.9520653296460031	1.0286405079596392	-0.06976074883297141	0.041790020504708036	-4.793467035398506	2.8640507959651167	0.536	0.8998987228321758	FALSE	1228385	1228385	chr11	2992376	2992377	promoter	CTSD,AC068580.4	CTSD	CTSD,AC068580.4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.05	0.14	0.49	0.88	0.98	1	1	NA	CTSD	CTSD_TSS	tss_pos	K562_Random_Screen_Crop_5559,K562_Random_Screen_Crop_5560,K562_Random_Screen_Crop_5561,K562_Random_Screen_Crop_5562,K562_Random_Screen_Crop_5563,K562_Random_Screen_Crop_5564,K562_Random_Screen_Crop_5565,K562_Random_Screen_Crop_5566,K562_Random_Screen_Crop_5567,K562_Random_Screen_Crop_5568,K562_Random_Screen_Crop_5569,K562_Random_Screen_Crop_5570,K562_Random_Screen_Crop_5571,K562_Random_Screen_Crop_5572,K562_Random_Screen_Crop_5573
chr11:1763742-1764242	chr11	1763742	1764242	chr11:1784972-1785472	chr11	1784972	1785472	RASSF7|chr11:1763742-1764242	RASSF7|chr11:1784972-1785472	RASSF7	ENSG00000099849	K562	1.0413691030210885	0.058481508326757	4.136910302107632	0.0470526016080615	0.06518587386925741	4.705260160806151	0.949146003869288	1.133592202172889	-0.0692828044569875	0.1862458211105015	-5.085399613072424	13.359220217287687	0.36	0.8142106851795955	FALSE	1224818	1202543	chr11	560404	560405	promoter	CTSD,AC068580.4	CTSD	CTSD,AC068580.4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.03	0.03	0.19	0.42	0.76	0.95	1	NA	CTSD	CTSD_TSS	tss_pos	K562_Random_Screen_Crop_5559,K562_Random_Screen_Crop_5560,K562_Random_Screen_Crop_5561,K562_Random_Screen_Crop_5562,K562_Random_Screen_Crop_5563,K562_Random_Screen_Crop_5564,K562_Random_Screen_Crop_5565,K562_Random_Screen_Crop_5566,K562_Random_Screen_Crop_5567,K562_Random_Screen_Crop_5568,K562_Random_Screen_Crop_5569,K562_Random_Screen_Crop_5570,K562_Random_Screen_Crop_5571,K562_Random_Screen_Crop_5572,K562_Random_Screen_Crop_5573
chr11:5234378-5234878	chr11	5234378	5234878	chr11:5255608-5256108	chr11	5255608	5256108	HBD|chr11:5234378-5234878	HBD|chr11:5255608-5256108	HBD	ENSG00000223609	K562	0.383494922904558	-1.3827206168955322	-61.650507709544144	0.03753674284327398	0.14121196792113258	3.7536742843273982	0.30992290693174096	0.45706693887737504	-1.659496074020952	-1.1059451597701124	-69.00770930682584	-54.29330611226244	4e-4	0.01602780748663102	TRUE	9029	0	chr11	5235369	5235370	promoter	HBD	HBD	HBD	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0	0.01	0.01	0.05	0.15	0.44	0.74	1	NA	HBD	HBD_TSS	tss_pos	K562_Random_Screen_Crop_5574,K562_Random_Screen_Crop_5575,K562_Random_Screen_Crop_5576,K562_Random_Screen_Crop_5577,K562_Random_Screen_Crop_5578,K562_Random_Screen_Crop_5579,K562_Random_Screen_Crop_5580,K562_Random_Screen_Crop_5581,K562_Random_Screen_Crop_5582,K562_Random_Screen_Crop_5583,K562_Random_Screen_Crop_5584,K562_Random_Screen_Crop_5585,K562_Random_Screen_Crop_5586,K562_Random_Screen_Crop_5587,K562_Random_Screen_Crop_5588
chr11:5234378-5234878	chr11	5234378	5234878	chr11:5255608-5256108	chr11	5255608	5256108	ILK|chr11:5234378-5234878	ILK|chr11:5255608-5256108	ILK	ENSG00000166333	K562	0.9747953662312037	-0.03682870177763949	-2.5204633768796327	0.024602147851480682	0.036411125791225664	2.460214785148068	0.9265751564423015	1.0230155760201058	-0.1081945083284418	0.034537104773162804	-7.342484355769846	2.301557602010581	0.16	0.662364640883978	FALSE	1369080	1369079	chr11	6603708	6603709	promoter	HBD	HBD	HBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.04	0.08	0.53	0.77	1	1	1	NA	HBD	HBD_TSS	tss_pos	K562_Random_Screen_Crop_5574,K562_Random_Screen_Crop_5575,K562_Random_Screen_Crop_5576,K562_Random_Screen_Crop_5577,K562_Random_Screen_Crop_5578,K562_Random_Screen_Crop_5579,K562_Random_Screen_Crop_5580,K562_Random_Screen_Crop_5581,K562_Random_Screen_Crop_5582,K562_Random_Screen_Crop_5583,K562_Random_Screen_Crop_5584,K562_Random_Screen_Crop_5585,K562_Random_Screen_Crop_5586,K562_Random_Screen_Crop_5587,K562_Random_Screen_Crop_5588
