intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls	power_at_effect_size_2_wo_pos_controls	power_at_effect_size_3_wo_pos_controls	power_at_effect_size_5_wo_pos_controls	power_at_effect_size_10_wo_pos_controls	power_at_effect_size_15_wo_pos_controls	power_at_effect_size_20_wo_pos_controls	power_at_effect_size_25_wo_pos_controls	power_at_effect_size_50_wo_pos_controls	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	RPA2|chr1:27349283-27349584	RPA2|chr1:27675774-27676075	RPA2	ENSG00000117748	WTC11	1.018777879272757	0.02683953982293867	1.877787927275687	0.01776037479839531	0.02515053101100388	1.7760374798395313	0.9839675446679024	1.0535882138776118	-0.02245550095862893	0.07613458060450627	-1.6032455332097943	5.358821387761168	0.352	0.84485140562249	FALSE	565333	565363.5	chr1	27914745	27914746	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.17	0.27	0.72	0.97	1	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.866110560426992	FALSE	0.04	0.15	0.25	0.61	0.93	1	1	1	864	chr1	27349184	27349683	RPA2|chr1:27349184-27349683
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	SH3BGRL3|chr1:27349283-27349584	SH3BGRL3|chr1:27675774-27676075	SH3BGRL3	ENSG00000142669	WTC11	0.9995475224577024	-6.529348366930327e-4	-0.04524775422900529	0.00987644807000839	0.01425515278869738	0.9876448070008392	0.9801896842404858	1.0189053606749188	-0.02859303430253991	0.02728716462915384	-1.9810315759506496	1.8905360674926392	0.884	0.9872960635130664	FALSE	1069347	1069712.5	chr1	26279176	26279177	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.14	0.17	0.4	0.88	0.99	1	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.9889017887276408	FALSE	0.1	0.14	0.35	0.85	0.98	1	1	1	864	chr1	27349184	27349683	SH3BGRL3|chr1:27349184-27349683
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	SMPDL3B|chr1:27349283-27349584	SMPDL3B|chr1:27675774-27676075	SMPDL3B	ENSG00000130768	WTC11	0.9821884550926592	-0.02592823008010204	-1.781154490732983	0.02324194896016801	0.03413911488326901	2.3241948960168015	0.9366342351307296	1.0277426750545884	-0.09284089525130931	0.04098443509110523	-6.336576486925914	2.7742675054599477	0.4	0.8655694535878867	FALSE	585587	585520.5	chr1	27934993	27934994	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.1	0.25	0.69	0.93	0.99	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.8835044490075291	FALSE	0.02	0.09	0.2	0.61	0.92	0.99	1	1	864	chr1	27349184	27349683	SMPDL3B|chr1:27349184-27349683
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	TENT5B|chr1:27349283-27349584	TENT5B|chr1:27675774-27676075	TENT5B	ENSG00000158246	WTC11	0.9865730334900548	-0.01950224094422587	-1.342696650993957	0.01919166908978086	0.02806454756244658	1.919166908978086	0.9489573620740844	1.0241887049060254	-0.07450875416662119	0.03550427227816943	-5.104263792591006	2.4188704906030916	0.44	0.8802340168878167	FALSE	336583	336591.5	chr1	NA	NA	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.1	0.12	0.67	0.95	1	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.8957724288840263	FALSE	0.04	0.08	0.11	0.6	0.95	1	1	1	864	chr1	27349184	27349683	TENT5B|chr1:27349184-27349683
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	TRNP1|chr1:27349283-27349584	TRNP1|chr1:27675774-27676075	TRNP1	ENSG00000253368	WTC11	1.0231798338307905	0.03305973508767295	2.317983383081179	0.0483811235498471	0.06821792681025786	4.838112354984711	0.92835283167309	1.1180068359884907	-0.10064740146043244	0.16676687163577836	-7.164716832688853	11.800683598851212	0.708	0.95690625	FALSE	355741	355730.5	chr1	26993707	26993708	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.03	0.03	0.11	0.55	0.8	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.962796460176991	FALSE	0.01	0.02	0.02	0.06	0.47	0.74	0.97	1	864	chr1	27349184	27349683	TRNP1|chr1:27349184-27349683
chr1:27349283-27349584	chr1	27349283	27349584	chr1:27675774-27676075	chr1	27675774	27676075	ZNF593|chr1:27349283-27349584	ZNF593|chr1:27675774-27676075	ZNF593	ENSG00000142684	WTC11	0.9981476334859992	-0.00267487817659839	-0.185236651400022	0.01543784507986793	0.02231343519891234	1.5437845079867931	0.967889457129458	1.0284058098425402	-0.04640921116646657	0.0410594548132698	-3.2110542870541368	2.840580984254093	0.808	0.9730338889906576	FALSE	1179525	1179537.5	chr1	26169871	26169872	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.12	0.29	0.76	0.96	1	1	1	NA	NA	chr1:27675774-27676075	enh	WTC11_Random_Screen_Crop_1161,WTC11_Random_Screen_Crop_1162,WTC11_Random_Screen_Crop_1163,WTC11_Random_Screen_Crop_1164,WTC11_Random_Screen_Crop_1165,WTC11_Random_Screen_Crop_1166,WTC11_Random_Screen_Crop_1167,WTC11_Random_Screen_Crop_1168,WTC11_Random_Screen_Crop_1169,WTC11_Random_Screen_Crop_1170,WTC11_Random_Screen_Crop_1171,WTC11_Random_Screen_Crop_1172,WTC11_Random_Screen_Crop_1173,WTC11_Random_Screen_Crop_1174,WTC11_Random_Screen_Crop_1175	TRUE	0.9765602996254682	FALSE	0.05	0.06	0.26	0.69	0.96	1	1	1	864	chr1	27349184	27349683	ZNF593|chr1:27349184-27349683
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	ARID1A|chr1:27350163-27350676	ARID1A|chr1:27676654-27677167	ARID1A	ENSG00000117713	WTC11	0.9973368396028606	-0.00384725350152722	-0.266316039714309	0.01231651983659417	0.01781643010032655	1.2316519836594173	0.973196460723136	1.021477218482585	-0.03876745649816725	0.03107294949511281	-2.6803539276867667	2.147721848258149	0.844	0.9842923540890544	FALSE	657183	654389.5	chr1	26693236	26693237	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.13	0.26	0.4	0.91	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.9871649148242118	FALSE	0.11	0.22	0.3	0.87	1	1	1	1	1492	chr1	27350164	27350676	ARID1A|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	CEP85|chr1:27350163-27350676	CEP85|chr1:27676654-27677167	CEP85	ENSG00000130695	WTC11	0.971451090817789	-0.04178673192371972	-2.854890918220209	0.01709792103971763	0.02539199978945558	1.7097921039717634	0.9379391655799424	1.0049630160556355	-0.09155505151105268	0.00798158766361322	-6.206083442004865	0.49630160556444736	0.136	0.6752749244712991	FALSE	1116219	1116267.5	chr1	26234153	26234154	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.13	0.31	0.84	0.98	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.7212358258011504	FALSE	0.04	0.08	0.24	0.79	0.97	1	1	1	1492	chr1	27350164	27350676	CEP85|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	HMGN2|chr1:27350163-27350676	HMGN2|chr1:27676654-27677167	HMGN2	ENSG00000198830	WTC11	0.9875985066963168	-0.01800343983989175	-1.240149330368678	0.00625260562519167	0.0091338768405735	0.6252605625191673	0.9753433996709412	0.9998536137216923	-0.03590583844741581	-1.0104123236768377e-4	-2.4656600329062455	-0.01463862783111014	0.027789509944057	0.3771967213114754	FALSE	877979	878009.5	chr1	26472450	26472451	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.18	0.3	0.48	0.93	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.4669560723514212	FALSE	0.16	0.27	0.4	0.92	1	1	1	1	1492	chr1	27350164	27350676	HMGN2|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	LIN28A|chr1:27350163-27350676	LIN28A|chr1:27676654-27677167	LIN28A	ENSG00000131914	WTC11	1.0107175196518172	0.01537984200668254	1.071751965182943	0.0055916444754764	0.0079814959158549	0.5591644475476404	0.9997578964798834	1.021677142823751	-2.638899883930703e-4	0.03102357400175814	-0.0242103520104322	2.167714282376318	0.068	0.5302870699881377	FALSE	939602	939652.5	chr1	26410778	26410779	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.2	0.28	0.55	0.98	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.5946775067750678	FALSE	0.14	0.21	0.49	0.96	1	1	1	1	1492	chr1	27350164	27350676	LIN28A|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	RPA2|chr1:27350163-27350676	RPA2|chr1:27676654-27677167	RPA2	ENSG00000117748	WTC11	1.0082459286911734	0.01184758013613819	0.8245928691172679	0.01390807662973515	0.01990101086554306	1.390807662973515	0.9809860984968924	1.0355057588854542	-0.02715840116032621	0.05085356143260258	-1.901390150310822	3.550575888545358	0.508	0.9031373801916932	FALSE	564347	564377.5	chr1	27914745	27914746	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.19	0.24	0.41	0.89	0.99	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.9154106652006596	FALSE	0.14	0.17	0.38	0.89	0.99	1	1	1	1492	chr1	27350164	27350676	RPA2|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	SH3BGRL3|chr1:27350163-27350676	SH3BGRL3|chr1:27676654-27677167	SH3BGRL3	ENSG00000142669	WTC11	0.9972238646920238	-0.00401068632502085	-0.277613530796794	0.00748237840452161	0.01082484144279058	0.7482378404521614	0.9825584030191616	1.0118893263648865	-0.02522737555289039	0.01720600290284869	-1.7441596980830305	1.1889326364894424	0.644	0.9434840413823464	FALSE	1070333	1070698.5	chr1	26279176	26279177	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.18	0.32	0.52	0.89	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.9509622598870056	FALSE	0.15	0.27	0.49	0.89	1	1	1	1	1492	chr1	27350164	27350676	SH3BGRL3|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	SMPDL3B|chr1:27350163-27350676	SMPDL3B|chr1:27676654-27677167	SMPDL3B	ENSG00000130768	WTC11	1.0099475394915207	0.01428035586712571	0.9947539491533368	0.01854428888425168	0.02649024089270218	1.8544288884251685	0.9736007332783874	1.046294345704654	-0.03764051628257058	0.06620122801682199	-2.6399266721599934	4.629434570466667	0.58	0.9256907016266084	FALSE	584601	584534.5	chr1	27934993	27934994	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.1	0.33	0.8	0.99	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.9355961009747562	FALSE	0.04	0.08	0.25	0.75	0.96	1	1	1	1492	chr1	27350164	27350676	SMPDL3B|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	TENT5B|chr1:27350163-27350676	TENT5B|chr1:27676654-27677167	TENT5B	ENSG00000158246	WTC11	0.9890010215723484	-0.01595608369407037	-1.099897842764596	0.01570236391069572	0.02290566142002448	1.570236391069572	0.9582243883073848	1.019777654837312	-0.06085118007731836	0.02893901268917762	-4.177561169260957	1.9777654837317653	0.444	0.8802340168878167	FALSE	337569	337577.5	chr1	NA	NA	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.11	0.31	0.84	1	1	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.8957724288840263	FALSE	0.08	0.08	0.28	0.79	0.99	1	1	1	1492	chr1	27350164	27350676	TENT5B|chr1:27350164-27350676
chr1:27350163-27350676	chr1	27350163	27350676	chr1:27676654-27677167	chr1	27676654	27677167	TRNP1|chr1:27350163-27350676	TRNP1|chr1:27676654-27677167	TRNP1	ENSG00000253368	WTC11	1.010828943311065	0.01553887902488348	1.082894331108752	0.03718291180320834	0.05306892211513625	3.7182911803208345	0.9379504361767768	1.0837074504453534	-0.08847620832078358	0.11955396637055052	-6.204956382320084	8.370745044537587	0.808	0.9730338889906576	FALSE	356727	356716.5	chr1	26993707	26993708	distal	NA	NA	SYTL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.05	0.04	0.44	0.79	0.95	1	1	NA	NA	chr1:27676654-27677167	enh	WTC11_Random_Screen_Crop_1176,WTC11_Random_Screen_Crop_1177,WTC11_Random_Screen_Crop_1178,WTC11_Random_Screen_Crop_1179,WTC11_Random_Screen_Crop_1180,WTC11_Random_Screen_Crop_1181,WTC11_Random_Screen_Crop_1182,WTC11_Random_Screen_Crop_1183,WTC11_Random_Screen_Crop_1184,WTC11_Random_Screen_Crop_1185,WTC11_Random_Screen_Crop_1186,WTC11_Random_Screen_Crop_1187,WTC11_Random_Screen_Crop_1188,WTC11_Random_Screen_Crop_1189,WTC11_Random_Screen_Crop_1190,WTC11_Random_Screen_Crop_1191,WTC11_Random_Screen_Crop_1192,WTC11_Random_Screen_Crop_1193,WTC11_Random_Screen_Crop_1194,WTC11_Random_Screen_Crop_1195,WTC11_Random_Screen_Crop_1196,WTC11_Random_Screen_Crop_1197,WTC11_Random_Screen_Crop_1198,WTC11_Random_Screen_Crop_1199,WTC11_Random_Screen_Crop_1200,WTC11_Random_Screen_Crop_1201	TRUE	0.9765602996254682	FALSE	0.03	0.04	0.02	0.36	0.73	0.95	1	1	1492	chr1	27350164	27350676	TRNP1|chr1:27350164-27350676
